id,name,startedAt,endedAt,postureStanding ,postureSittingPublic ,postureSittingPrivate ,postureSitting ,postureLying ,genderMale ,genderFemale ,age0To14 ,age15To24 ,age25To64 ,age65Plus ,activityConsuming ,activityPlaying ,activitySleep ,activityCulturallyEngaged ,activityWaitingTransport ,activityCommercial ,activityPet ,activitySubstanceUse ,activityHomelessCamping ,activityPanhandling ,location
SFCC1,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC2,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,1,,,,,,,,,,"-122.418, 37.7796"
SFCC3,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,1,,,,,,,,,,"-122.418, 37.7796"
SFCC4,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,1,,,,,,,,,,"-122.418, 37.7796"
SFCC5,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC6,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC7,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC8,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC9,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC10,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC11,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC12,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC13,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC14,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC15,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC16,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,,1,,,,,1,,,,1,,,,,,1,,"-122.418, 37.7796"
SFCC17,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC18,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC19,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC20,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC21,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC22,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC23,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC24,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC25,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,1,,,,"-122.418, 37.7796"
SFCC26,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,1,,,,"-122.418, 37.7796"
SFCC27,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC28,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC29,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC30,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC31,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC32,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC33,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC34,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC35,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC36,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,,1,1,,,,1,,,,,,,,,,1,,"-122.414, 37.78"
SFCC37,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,1,,,,,,1,,"-122.414, 37.78"
SFCC38,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC39,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,3,,,,,2,1,,,2,1,,,,,3,,,,,,"-122.421, 37.779"
SFCC40,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC41,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,3,,,,,,3,,,,3,,,,,3,,,,,,"-122.421, 37.779"
SFCC42,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,4,,,,,2,2,,,4,,,,,,4,,,,,,"-122.421, 37.779"
SFCC43,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,,1,,,,,1,,,,,,"-122.421, 37.779"
SFCC44,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC45,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,2,,,,,2,,,,,2,,,,,2,,,,,,"-122.421, 37.779"
SFCC46,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,3,,,,,3,,,,3,,,,,,,6,,,,,"-122.421, 37.779"
SFCC47,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,6,,,,,3,3,,,2,4,,,,,,,,,,,"-122.421, 37.779"
SFCC48,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,2,,,,,1,1,,,2,,,,,6,,,,,,,"-122.421, 37.779"
SFCC49,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,2,,,,,2,,,,2,,,,,,1,,,,,,"-122.421, 37.779"
SFCC50,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,,1,,,,,1,,,1,,,,1,,,,,,,,"-122.421, 37.779"
SFCC51,Memorial Court,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC52,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC53,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC54,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC55,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC56,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC57,Civic Center Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,1,,,"-122.418, 37.7796"
SFCC58,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,,1,1,,,,1,,,,,,,,1,,1,,"-122.416, 37.7796"
SFCC59,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,,1,1,,,,1,,,,1,,,,,,1,,"-122.416, 37.7796"
SFCC60,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,2,,,,,2,,,,2,,,,,,,,,,,,"-122.416, 37.7796"
SFCC61,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,,1,,,,,,,,,,,"-122.416, 37.7796"
SFCC62,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,2,,,,,2,,,,2,,,,,,,,,,,,"-122.416, 37.7796"
SFCC63,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,2,,3,,,,3,,,,,,,,,,,,"-122.416, 37.7796"
SFCC64,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.416, 37.7796"
SFCC65,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,5,,,,,2,3,,,5,,,,,,,,,,,,"-122.416, 37.7796"
SFCC66,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,2,1,4,,,,4,,,,,,,,,,,,"-122.416, 37.7796"
SFCC67,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,,3,,,,,3,,,,3,,,,,,3,,"-122.416, 37.7796"
SFCC68,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,,1,1,,,,1,,,,1,,,,,,1,,"-122.416, 37.7796"
SFCC69,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,2,,2,,,,2,,,,,,,,,,,,"-122.416, 37.7796"
SFCC70,Library Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,4,2,5,2,,,7,,,,2,,,,,,7,,"-122.416, 37.7796"
SFCC71,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC72,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC73,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC74,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC75,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC76,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC77,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC78,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC79,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC80,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC81,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,1,,,"-122.414, 37.78"
SFCC82,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC83,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC84,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC85,UN Plaza,09/22/17 10:00 PM,09/22/17 10:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC86,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC87,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC88,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC89,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC90,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC91,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC92,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,,1,,,,,,,,,,,"-122.418, 37.7796"
SFCC93,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC94,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC95,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC96,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC97,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC98,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC99,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC100,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC101,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC102,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,1,,,,,,1,,"-122.418, 37.7796"
SFCC103,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC104,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,1,,"-122.418, 37.7796"
SFCC105,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,1,,,2,,,2,,,,,,,,2,,,,"-122.416, 37.7796"
SFCC106,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,1,,,,"-122.416, 37.7796"
SFCC107,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.416, 37.7796"
SFCC108,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.416, 37.7796"
SFCC109,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.416, 37.7796"
SFCC110,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,2,,,2,,,2,,,,,,,,,,,,"-122.416, 37.7796"
SFCC111,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.416, 37.7796"
SFCC112,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.416, 37.7796"
SFCC113,Library Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,1,,1,,,,1,,,,,,,,,,,,"-122.416, 37.7796"
SFCC114,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC115,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC116,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC117,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC118,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC119,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC120,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC121,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC122,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC123,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC124,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC125,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.414, 37.78"
SFCC126,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.414, 37.78"
SFCC127,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.414, 37.78"
SFCC128,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,1,,,,,"-122.414, 37.78"
SFCC129,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC130,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,,1,1,,,,1,,,,1,,,,,,,,"-122.414, 37.78"
SFCC131,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.414, 37.78"
SFCC132,UN Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,,1,,,,1,,,,,,,"-122.414, 37.78"
SFCC133,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC134,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC135,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,2,,1,1,,,2,,,,,,,,,,,,"-122.421, 37.779"
SFCC136,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC137,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC138,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,1,,,,,,"-122.421, 37.779"
SFCC139,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,2,,1,1,,,2,,,,,,,,,,,,"-122.421, 37.779"
SFCC140,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,3,,,,,2,1,,,3,,,,,,,,,,,,"-122.421, 37.779"
SFCC141,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,,1,,,,,,,,,,1,"-122.421, 37.779"
SFCC142,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,6,,,,,3,3,,,6,,,,,,,,1,,,,"-122.421, 37.779"
SFCC143,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC144,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC145,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.421, 37.779"
SFCC146,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,1,,,,"-122.421, 37.779"
SFCC147,Memorial Court,09/22/17 09:00 PM,09/22/17 09:10 PM,2,,,,,2,,,,2,,,,,,,,,,,,"-122.421, 37.779"
SFCC148,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,1,,,,,,,,,,"-122.418, 37.7796"
SFCC149,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,1,,,,,,,,,,"-122.418, 37.7796"
SFCC150,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC151,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC152,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC153,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC154,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,1,,,,,,,,,"-122.418, 37.7796"
SFCC155,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,1,,,,,,,,,"-122.418, 37.7796"
SFCC156,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC157,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC158,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC159,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC160,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,,,,1,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC161,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC162,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC163,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC164,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC165,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC166,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC167,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC168,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC169,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC170,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,,1,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC171,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC172,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC173,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC174,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,1,,,,,"-122.418, 37.7796"
SFCC175,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC176,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
SFCC177,Civic Center Plaza,09/22/17 09:00 PM,09/22/17 09:10 PM,1,,,,,1,,,,1,,,,,,,,,,,,"-122.418, 37.7796"
