Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Male,Female,Gender Unknown,Total_Supported_or_Assisted,GroupSize_1,GroupSize_2,GroupSize_3,GroupSize_4,GroupSize_5,GroupSize_6,GroupSize_7,GroupSize_8,GroupSize_9,GroupSize_10+,Notes
0,2018 People Moving Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0801,0811,,Heavy Clouds,58,UD4H,1,10,,,,,6,2,0,0,0,0,0,0,0,0,
1,2018 People Moving Counts,MAP1,Weekday1_Morning,Weekday,Morning,20180802,0811,0821,,Heavy Clouds,58,UD4H,2,21,12,9,0,0,,,,,,,,,,,
2,2018 People Moving Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1200,1210,,Heavy Clouds,60,UD4H,1,38,,,,,26,3,2,0,0,0,0,0,0,0,
3,2018 People Moving Counts,MAP1,Weekday1_Midday,Weekday,Midday,20180802,1210,1220,,Heavy Clouds,60,UD4H,2,32,10,22,0,1,,,,,,,,,,,
4,2018 People Moving Counts,MAP1,Weekday1_Evening,Weekday,Evening,20180802,1600,1610,,Heavy Clouds,67,UD4H,1,38,,,,,18,4,4,0,0,0,0,0,0,0,
5,2018 People Moving Counts,MAP1,Weekday1_Evening,Weekday,Evening,20180802,1610,1620,,Heavy Clouds,67,UD4H,2,39,16,22,1,0,,,,,,,,,,,
6,2018 People Moving Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0800,0810,,Heavy Clouds,59,UD4H,1,19,,,,,8,2,1,1,0,0,0,0,0,0,
7,2018 People Moving Counts,MAP1,Weekday2_Morning,Weekday,Morning,20180803,0811,0821,,Heavy Clouds,59,UD4H,2,19,10,8,1,0,,,,,,,,,,,
8,2018 People Moving Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1210,1220,,Light Clouds,68,UD4H,1,29,,,,,17,4,0,1,0,0,0,0,0,0,
9,2018 People Moving Counts,MAP1,Weekday2_Midday,Weekday,Midday,20180803,1220,1230,,Light Clouds,68,UD4H,2,27,10,15,2,1,,,,,,,,,,,
10,2018 People Moving Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1616,1626,,Sun-Shaded,73,UD4H,1,37,,,,,12,8,1,0,0,1,0,0,0,0,
11,2018 People Moving Counts,MAP1,Weekday2_Evening,Weekday,Evening,20180803,1627,1637,,Sun-Shaded,73,UD4H,2,34,11,22,1,0,,,,,,,,,,,
12,2018 People Moving Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1221,1231,,Heavy Clouds,71,UD4H,1,46,,,,,10,11,2,2,0,0,0,0,0,0,
13,2018 People Moving Counts,MAP1,Weekend_Midday,Weekend,Midday,20180811,1231,1241,,Heavy Clouds,71,UD4H,2,43,16,25,2,1,,,,,,,,,,,
14,2018 People Moving Counts,MAP1,Weekend_Evening,Weekend,Evening,20180811,1610,1620,,Sun-Shaded,72,UD4H,1,14,,,,,6,4,0,0,0,0,0,0,0,0,
15,2018 People Moving Counts,MAP1,Weekend_Evening,Weekend,Evening,20180811,1620,1630,,Sun-Shaded,72,UD4H,2,16,10,6,0,0,,,,,,,,,,,
16,2018 People Moving Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0809,0819,,Heavy Clouds,61,UD4H,1,11,,,,,11,0,0,0,0,0,0,0,0,0,
17,2018 People Moving Counts,TUJ1,Weekday1_Morning,Weekday,Morning,20180801,0820,0830,,Heavy Clouds,61,UD4H,2,16,6,10,0,0,,,,,,,,,,,
18,2018 People Moving Counts,TUJ1,Weekday1_Midday,Weekday,Midday,20180801,1215,1225,,Heavy Clouds,68,UD4H,1,3,,,,,3,0,0,0,0,0,0,0,0,0,
19,2018 People Moving Counts,TUJ1,Weekday1_Midday,Weekday,Midday,20180801,1225,1235,,Heavy Clouds,68,UD4H,2,7,5,2,0,0,,,,,,,,,,,
20,2018 People Moving Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1630,1640,,Sun-Shaded,77,UD4H,1,12,,,,,6,3,0,0,0,0,0,0,0,0,
21,2018 People Moving Counts,TUJ1,Weekday1_Evening,Weekday,Evening,20180801,1641,1651,,Sun-Shaded,77,UD4H,2,16,7,8,1,1,,,,,,,,,,,
22,2018 People Moving Counts,TUJ1,Weekday2_Morning,Weekday,Morning,20180803,0820,0830,,Light Rain,59,UD4H,1,8,,,,,6,1,0,0,0,0,0,0,0,0,
23,2018 People Moving Counts,TUJ1,Weekday2_Morning,Weekday,Morning,20180803,0830,0840,,Light Rain,59,UD4H,2,8,3,5,0,0,,,,,,,,,,,
24,2018 People Moving Counts,TUJ1,Weekday2_Midday,Weekday,Midday,20180803,1205,1215,,Sun-Exposed,67,UD4H,1,4,,,,,4,0,0,0,0,0,0,0,0,0,
25,2018 People Moving Counts,TUJ1,Weekday2_Midday,Weekday,Midday,20180803,1215,1225,,Sun-Exposed,67,UD4H,2,8,6,2,0,0,,,,,,,,,,,
26,2018 People Moving Counts,TUJ1,Weekday2_Evening,Weekday,Evening,20180803,1606,1616,,Sun-Shaded,74,UD4H,1,5,,,,,3,1,0,0,0,0,0,0,0,0,
27,2018 People Moving Counts,TUJ1,Weekday2_Evening,Weekday,Evening,20180803,1616,1626,,Sun-Shaded,74,UD4H,2,16,7,9,0,0,,,,,,,,,,,
28,2018 People Moving Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1217,1227,,Sun-Exposed,69,UD4H,1,11,,,,,9,1,0,0,0,0,0,0,0,0,
29,2018 People Moving Counts,TUJ1,Weekend_Midday,Weekend,Midday,20180804,1228,1238,,Sun-Exposed,69,UD4H,2,6,2,4,0,0,,,,,,,,,,,
30,2018 People Moving Counts,TUJ1,Weekend_Evening,Weekend,Evening,20180804,1548,1558,,Sun-Shaded,76,UD4H,1,13,,,,,8,1,1,0,0,0,0,0,0,0,
31,2018 People Moving Counts,TUJ1,Weekend_Evening,Weekend,Evening,20180804,1558,1608,,Sun-Shaded,76,UD4H,2,9,4,5,0,0,,,,,,,,,,,
32,2018 People Moving Counts,CAP1,Weekday1_Morning,Weekday,Morning,20180726,0808,0818,,Sun-Shaded,70,UD4H,1,48,,,,,46,1,0,0,0,0,0,0,0,0,
33,2018 People Moving Counts,CAP1,Weekday1_Morning,Weekday,Morning,20180726,0819,0829,,Sun-Shaded,70,UD4H,2,39,27,11,1,0,,,,,,,,,,,
34,2018 People Moving Counts,CAP1,Weekday1_Midday,Weekday,Midday,20180726,1203,1213,,Sun-Shaded,77,UD4H,1,79,,,,,63,8,0,0,0,0,0,0,0,0,
35,2018 People Moving Counts,CAP1,Weekday1_Midday,Weekday,Midday,20180726,1213,1223,,Sun-Shaded,77,UD4H,2,78,56,22,0,0,,,,,,,,,,,
36,2018 People Moving Counts,CAP1,Weekday1_Evening,Weekday,Evening,20180726,1607,1617,,Sun-Shaded,86,UD4H,1,108,,,,,65,17,1,0,0,1,0,0,0,0,
37,2018 People Moving Counts,CAP1,Weekday1_Evening,Weekday,Evening,20180726,1619,1629,,Sun-Shaded,86,UD4H,2,122,81,41,0,0,,,,,,,,,,,
38,2018 People Moving Counts,CAP1,Weekday2_Morning,Weekday,Morning,20180727,0805,0815,,Sun-Shaded,66,UD4H,1,43,,,,,35,4,0,0,0,0,0,0,0,0,
39,2018 People Moving Counts,CAP1,Weekday2_Morning,Weekday,Morning,20180727,0815,0825,,Sun-Shaded,66,UD4H,2,40,26,14,0,0,,,,,,,,,,,
40,2018 People Moving Counts,CAP1,Weekday2_Midday,Weekday,Midday,20180727,1201,1211,,Sun-Shaded,74,UD4H,1,90,,,,,62,9,2,1,0,0,0,0,0,0,
41,2018 People Moving Counts,CAP1,Weekday2_Midday,Weekday,Midday,20180727,1212,1222,,Sun-Shaded,74,UD4H,2,95,51,43,1,1,,,,,,,,,,,
42,2018 People Moving Counts,CAP1,Weekday2_Evening,Weekday,Evening,20180727,1604,1614,,Sun-Shaded,82,UD4H,1,121,,,,,87,14,2,0,0,0,0,0,0,0,
43,2018 People Moving Counts,CAP1,Weekday2_Evening,Weekday,Evening,20180727,1615,1625,,Sun-Shaded,82,UD4H,2,129,74,55,0,3,,,,,,,,,,,
44,2018 People Moving Counts,CAP1,Weekend_Midday,Weekend,Midday,20180728,1211,1221,,Sun-Shaded,73,UD4H,1,123,,,,,69,21,4,0,0,0,0,0,0,0,
45,2018 People Moving Counts,CAP1,Weekend_Midday,Weekend,Midday,20180728,1222,1232,,Sun-Shaded,73,UD4H,2,109,61,48,0,0,,,,,,,,,,,
46,2018 People Moving Counts,CAP1,Weekend_Evening,Weekend,Evening,20180728,1603,1613,,Sun-Shaded,81,UD4H,1,145,,,,,63,21,2,2,4,1,0,0,0,0,
47,2018 People Moving Counts,CAP1,Weekend_Evening,Weekend,Evening,20180728,1614,1624,,Sun-Shaded,81,UD4H,2,127,80,47,0,0,,,,,,,,,,,
48,2018 People Moving Counts,GEO1,Weekday1_Morning,Weekday,Morning,20180906,0800,0810,,Sun-Shaded,60,UD4H,1,9,,,,,9,0,0,0,0,0,0,0,0,0,
49,2018 People Moving Counts,GEO1,Weekday1_Morning,Weekday,Morning,20180906,0810,0820,,Sun-Shaded,60,UD4H,2,5,4,1,0,0,,,,,,,,,,,
50,2018 People Moving Counts,GEO1,Weekday1_Midday,Weekday,Midday,20180906,1200,1210,,Sun-Shaded,71,UD4H,1,14,,,,,7,2,1,0,0,0,0,0,0,0,
51,2018 People Moving Counts,GEO1,Weekday1_Midday,Weekday,Midday,20180906,1210,1220,,Sun-Shaded,71,UD4H,2,19,12,7,0,0,,,,,,,,,,,
52,2018 People Moving Counts,GEO1,Weekday1_Evening,Weekday,Evening,20180906,1600,1610,,Sun-Exposed,84,UD4H,1,5,,,,,3,1,0,0,0,0,0,0,0,0,
53,2018 People Moving Counts,GEO1,Weekday1_Evening,Weekday,Evening,20180906,1610,1620,,Sun-Exposed,84,UD4H,2,3,2,1,0,0,,,,,,,,,,,
54,2018 People Moving Counts,GEO1,Weekend_Midday,Weekend,Midday,20180908,1230,1240,event:cultural_communal,Heavy Clouds,66,UD4H,1,17,,,,,8,3,1,0,0,0,0,0,0,0,Cultural event occuring on S. Harney St. Was not impeding pedestrian travel.
55,2018 People Moving Counts,GEO1,Weekend_Midday,Weekend,Midday,20180908,1240,1250,event:cultural_communal,Heavy Clouds,66,UD4H,2,21,9,12,0,0,,,,,,,,,,,Cultural event occuring on S. Harney St. Was not impeding pedestrian travel.
56,2018 People Moving Counts,GEO1,Weekend_Evening,Weekend,Evening,20180908,1600,1610,event:cultural_communal,Light Clouds,69,UD4H,1,16,,,,,6,5,0,0,0,0,0,0,0,0,Cultural event occuring on S. Harney St. Was not impeding pedestrian travel.
57,2018 People Moving Counts,GEO1,Weekend_Evening,Weekend,Evening,20180908,1610,1620,event:cultural_communal,Light Clouds,69,UD4H,2,16,11,5,0,0,,,,,,,,,,,Cultural event occuring on S. Harney St. Was not impeding pedestrian travel.
58,2018 People Moving Counts,GEO1,Weekday2_Morning,Weekday,Morning,20180913,0825,0835,,Heavy Clouds,58,UD4H,1,8,,,,,6,1,0,0,0,0,0,0,0,0,
59,2018 People Moving Counts,GEO1,Weekday2_Morning,Weekday,Morning,20180913,0835,0845,,Heavy Clouds,58,UD4H,2,7,4,3,0,0,,,,,,,,,,,
60,2018 People Moving Counts,GEO1,Weekday2_Midday,Weekday,Midday,20180913,1200,1210,,Heavy Clouds,63,UD4H,1,13,,,,,5,1,2,0,0,0,0,0,0,0,
61,2018 People Moving Counts,GEO1,Weekday2_Midday,Weekday,Midday,20180913,1210,1220,,Heavy Clouds,63,UD4H,2,21,12,9,0,0,,,,,,,,,,,
62,2018 People Moving Counts,GEO1,Weekday2_Evening,Weekday,Evening,20180913,1600,1610,,Heavy Clouds,66,UD4H,1,9,,,,,7,1,0,0,0,0,0,0,0,0,
63,2018 People Moving Counts,GEO1,Weekday2_Evening,Weekday,Evening,20180913,1610,1620,,Heavy Clouds,66,UD4H,2,8,4,4,0,0,,,,,,,,,,,
64,2018 People Moving Counts,MAG1,Weekday1_Morning,Weekday,Morning,20180806,0820,0830,,Sun-Shaded,60,UD4H,1,5,,,,,3,1,0,0,0,0,0,0,0,0,
65,2018 People Moving Counts,MAG1,Weekday1_Morning,Weekday,Morning,20180806,0830,0840,,Sun-Shaded,60,UD4H,2,3,3,0,0,0,,,,,,,,,,,
66,2018 People Moving Counts,MAG1,Weekday1_Midday,Weekday,Midday,20180806,1209,1219,,Sun-Shaded,74,UD4H,1,11,,,,,5,3,0,0,0,0,0,0,0,0,
67,2018 People Moving Counts,MAG1,Weekday1_Midday,Weekday,Midday,20180806,1219,1229,,Sun-Shaded,74,UD4H,2,12,3,9,0,0,,,,,,,,,,,
68,2018 People Moving Counts,MAG1,Weekday1_Evening,Weekday,Evening,20180806,1601,1611,,Sun-Shaded,85,UD4H,1,14,,,,,4,5,0,0,0,0,0,0,0,0,
69,2018 People Moving Counts,MAG1,Weekday1_Evening,Weekday,Evening,20180806,1611,1621,,Sun-Shaded,85,UD4H,2,7,5,2,0,0,,,,,,,,,,,
70,2018 People Moving Counts,MAG1,Weekday2_Morning,Weekday,Morning,20180810,0812,0822,,Sun-Shaded,65,UD4H,1,8,,,,,8,0,0,0,0,0,0,0,0,0,
71,2018 People Moving Counts,MAG1,Weekday2_Morning,Weekday,Morning,20180810,0823,0833,,Sun-Shaded,65,UD4H,2,19,7,11,1,0,,,,,,,,,,,
72,2018 People Moving Counts,MAG1,Weekday2_Midday,Weekday,Midday,20180810,1205,1215,,Sun-Shaded,74,UD4H,1,14,,,,,6,1,2,0,0,0,0,0,0,0,
73,2018 People Moving Counts,MAG1,Weekday2_Midday,Weekday,Midday,20180810,1215,1225,,Sun-Shaded,74,UD4H,2,11,6,5,0,1,,,,,,,,,,,
74,2018 People Moving Counts,MAG1,Weekday2_Evening,Weekday,Evening,20180810,1606,1616,,Sun-Shaded,79,UD4H,1,32,,,,,17,6,1,0,0,0,0,0,0,0,
75,2018 People Moving Counts,MAG1,Weekday2_Evening,Weekday,Evening,20180810,1617,1627,,Sun-Shaded,79,UD4H,2,27,13,13,1,0,,,,,,,,,,,
76,2018 People Moving Counts,MAG1,Weekend_Midday,Weekend,Midday,20180811,1440,1450,,Sun-Shaded,71,UD4H,1,20,,,,,11,3,1,0,0,0,0,0,0,0,
77,2018 People Moving Counts,MAG1,Weekend_Midday,Weekend,Midday,20180811,1450,1500,,Sun-Shaded,71,UD4H,2,4,1,3,0,0,,,,,,,,,,,
78,2018 People Moving Counts,MAG1,Weekend_Evening,Weekend,Evening,20180811,1702,1712,,Sun-Shaded,70,UD4H,1,9,,,,,2,1,0,0,1,0,0,0,0,0,
79,2018 People Moving Counts,MAG1,Weekend_Evening,Weekend,Evening,20180811,1714,1724,,Sun-Shaded,70,UD4H,2,11,4,6,1,2,,,,,,,,,,,
80,2018 People Moving Counts,SLU4,Weekday1_Morning,Weekday,Morning,20180719,0900,0910,,Heavy Clouds,62,UD4H,1,69,,,,,58,2,1,1,0,0,0,0,0,0,
81,2018 People Moving Counts,SLU4,Weekday1_Morning,Weekday,Morning,20180719,0910,0920,,Heavy Clouds,62,UD4H,2,62,41,21,0,0,,,,,,,,,,,
82,2018 People Moving Counts,SLU4,Weekday1_Midday,Weekday,Midday,20180719,1300,1310,,Heavy Clouds,67,UD4H,1,105,,,,,70,10,3,0,0,1,0,0,0,0,
83,2018 People Moving Counts,SLU4,Weekday1_Midday,Weekday,Midday,20180719,1310,1320,,Heavy Clouds,67,UD4H,2,94,66,28,0,0,,,,,,,,,,,
84,2018 People Moving Counts,SLU4,Weekday1_Evening,Weekday,Evening,20180719,1658,1708,,Heavy Clouds,73,UD4H,1,94,,,,,74,10,0,0,0,0,0,0,0,0,
85,2018 People Moving Counts,SLU4,Weekday1_Evening,Weekday,Evening,20180719,1709,1719,,Heavy Clouds,73,UD4H,2,114,73,41,0,0,,,,,,,,,,,
86,2018 People Moving Counts,SLU4,Weekday2_Midday,Weekday,Midday,20180720,1253,1303,event:commercial_event,Sun-Shaded,70,UD4H,1,128,,,,,60,19,4,2,0,0,0,0,0,1,
87,2018 People Moving Counts,SLU4,Weekday2_Midday,Weekday,Midday,20180720,1304,1314,event:commercial_event,Sun-Shaded,70,UD4H,2,106,64,42,0,0,,,,,,,,,,,
88,2018 People Moving Counts,SLU4,Weekday2_Evening,Weekday,Evening,20180720,1700,1710,,Sun-Shaded,72,UD4H,1,93,,,,,64,7,1,3,0,0,0,0,0,0,
89,2018 People Moving Counts,SLU4,Weekday2_Evening,Weekday,Evening,20180720,1710,1720,,Sun-Shaded,72,UD4H,2,84,52,32,0,0,,,,,,,,,,,
90,2018 People Moving Counts,SLU4,Weekend_Midday,Weekend,Midday,20180721,1300,1310,,Sun-Shaded,71,UD4H,1,21,,,,,10,2,1,1,0,0,0,0,0,0,
91,2018 People Moving Counts,SLU4,Weekend_Midday,Weekend,Midday,20180721,1311,1321,,Sun-Shaded,71,UD4H,2,31,20,10,1,0,,,,,,,,,,,
92,2018 People Moving Counts,SLU4,Weekend_Evening,Weekend,Evening,20180721,1657,1707,,Sun-Shaded,76,UD4H,1,17,,,,,11,3,0,0,0,0,0,0,0,0,
93,2018 People Moving Counts,SLU4,Weekend_Evening,Weekend,Evening,20180721,1707,1717,,Sun-Shaded,76,UD4H,2,19,14,5,0,0,,,,,,,,,,,
94,2018 People Moving Counts,SLU4,Weekday2_Morning,Weekday,Morning,20180725,0900,0910,,Sun-Shaded,69,UD4H,1,71,,,,,65,3,0,0,0,0,0,0,0,0,
95,2018 People Moving Counts,SLU4,Weekday2_Morning,Weekday,Morning,20180725,0911,0921,,Sun-Shaded,69,UD4H,2,79,43,36,0,0,,,,,,,,,,,
96,2018 People Moving Counts,UQA1,Weekday1_Morning,Weekday,Morning,20180806,0846,0856,,Sun-Exposed,65,UD4H,1,13,,,,,7,3,0,0,0,0,0,0,0,0,
97,2018 People Moving Counts,UQA1,Weekday1_Morning,Weekday,Morning,20180806,0856,0906,,Sun-Exposed,65,UD4H,2,8,2,6,0,0,,,,,,,,,,,
98,2018 People Moving Counts,UQA1,Weekday1_Midday,Weekday,Midday,20180806,1226,1236,,Sun-Shaded,73,UD4H,1,38,,,,,14,6,0,3,0,0,0,0,0,0,
99,2018 People Moving Counts,UQA1,Weekday1_Midday,Weekday,Midday,20180806,1239,1249,,Sun-Shaded,73,UD4H,2,12,5,7,0,1,,,,,,,,,,,
100,2018 People Moving Counts,UQA1,Weekday1_Evening,Weekday,Evening,20180806,1608,1618,,Sun-Shaded,83,UD4H,1,14,,,,,10,2,0,0,0,0,0,0,0,0,
101,2018 People Moving Counts,UQA1,Weekday1_Evening,Weekday,Evening,20180806,1619,1629,,Sun-Shaded,83,UD4H,2,20,8,11,1,3,,,,,,,,,,,
102,2018 People Moving Counts,UQA1,Weekend_Midday,Weekend,Midday,20180811,1134,1144,,Light Clouds,69,UD4H,1,36,,,,,10,6,3,0,1,0,0,0,0,0,
103,2018 People Moving Counts,UQA1,Weekend_Midday,Weekend,Midday,20180811,1144,1154,,Light Clouds,69,UD4H,2,22,8,14,0,1,,,,,,,,,,,
104,2018 People Moving Counts,UQA1,Weekend_Evening,Weekend,Evening,20180804,1630,1640,,Sun-Shaded,75,UD4H,1,21,,,,,4,5,1,1,0,0,0,0,0,0,
105,2018 People Moving Counts,UQA1,Weekend_Evening,Weekend,Evening,20180804,1642,1652,,Sun-Shaded,75,UD4H,2,11,6,5,0,0,,,,,,,,,,,
106,2018 People Moving Counts,UQA1,Weekday2_Morning,Weekday,Morning,20180807,0857,0907,,Sun-Exposed,71,UD4H,1,17,,,,,11,3,0,0,0,0,0,0,0,0,
107,2018 People Moving Counts,UQA1,Weekday2_Morning,Weekday,Morning,20180807,0957,1007,,Sun-Exposed,71,UD4H,2,10,5,5,0,0,,,,,,,,,,,
108,2018 People Moving Counts,UQA1,Weekday2_Midday,Weekday,Midday,20180807,1219,1229,,Sun-Shaded,78,UD4H,1,28,,,,,14,2,2,1,0,0,0,0,0,0,
109,2018 People Moving Counts,UQA1,Weekday2_Midday,Weekday,Midday,20180807,1230,1240,,Sun-Shaded,78,UD4H,2,18,4,14,0,0,,,,,,,,,,,
110,2018 People Moving Counts,UQA1,Weekday2_Evening,Weekday,Evening,20180807,1627,1637,,Sun-Shaded,86,UD4H,1,8,,,,,4,0,0,1,0,0,0,0,0,0,
111,2018 People Moving Counts,UQA1,Weekday2_Evening,Weekday,Evening,20180807,1637,1647,,Sun-Shaded,86,UD4H,2,28,8,20,0,1,,,,,,,,,,,
112,2018 People Moving Counts,PIK3,Weekday1_Morning,Weekday,Morning,20180723,0820,0830,,Sun-Exposed,68,UD4H,1,36,,,,,31,1,1,0,0,0,0,0,0,0,
113,2018 People Moving Counts,PIK3,Weekday1_Morning,Weekday,Morning,20180723,0830,0840,,Sun-Exposed,68,UD4H,2,18,7,11,0,0,,,,,,,,,,,
114,2018 People Moving Counts,PIK3,Weekday1_Midday,Weekday,Midday,20180723,1210,1220,,Sun-Exposed,80,UD4H,1,57,,,,,32,11,1,0,0,0,0,0,0,0,
115,2018 People Moving Counts,PIK3,Weekday1_Midday,Weekday,Midday,20180723,1220,1230,,Sun-Exposed,80,UD4H,2,61,31,30,0,0,,,,,,,,,,,
116,2018 People Moving Counts,PIK3,Weekday1_Evening,Weekday,Evening,20180723,1800,1810,,Sun-Shaded,74,UD4H,1,35,,,,,19,5,2,0,0,0,0,0,0,0,
117,2018 People Moving Counts,PIK3,Weekday1_Evening,Weekday,Evening,20180723,1811,1821,,Sun-Shaded,74,UD4H,2,41,25,16,0,0,,,,,,,,,,,
118,2018 People Moving Counts,PIK3,Weekday2_Morning,Weekday,Morning,20180724,0810,0820,,Sun-Exposed,72,UD4H,1,28,,,,,22,3,0,0,0,0,0,0,0,0,
119,2018 People Moving Counts,PIK3,Weekday2_Morning,Weekday,Morning,20180724,0820,0830,,Sun-Exposed,72,UD4H,2,19,13,6,0,0,,,,,,,,,,,
120,2018 People Moving Counts,PIK3,Weekday2_Midday,Weekday,Midday,20180724,1200,1210,,Sun-Exposed,80,UD4H,1,31,,,,,21,2,2,0,0,0,0,0,0,0,
121,2018 People Moving Counts,PIK3,Weekday2_Midday,Weekday,Midday,20180724,1210,1220,,Sun-Exposed,80,UD4H,2,37,28,9,0,0,,,,,,,,,,,
122,2018 People Moving Counts,PIK3,Weekday2_Evening,Weekday,Evening,20180724,1604,1614,,Sun-Shaded,85,UD4H,1,88,,,,,69,8,1,0,0,0,0,0,0,0,
123,2018 People Moving Counts,PIK3,Weekday2_Evening,Weekday,Evening,20180724,1615,1625,,Sun-Shaded,85,UD4H,2,83,52,31,0,0,,,,,,,,,,,
124,2018 People Moving Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1203,1213,,Sun-Exposed,70,UD4H,1,49,,,,,28,6,3,0,0,0,0,0,0,0,
125,2018 People Moving Counts,PIK3,Weekend_Midday,Weekend,Midday,20180818,1214,1224,,Sun-Exposed,70,UD4H,2,54,35,19,0,0,,,,,,,,,,,
126,2018 People Moving Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1604,1614,,Sun-Shaded,77,UD4H,1,80,,,,,48,12,0,2,0,0,0,0,0,0,
127,2018 People Moving Counts,PIK3,Weekend_Evening,Weekend,Evening,20180818,1614,1624,,Sun-Shaded,77,UD4H,2,89,61,28,0,0,,,,,,,,,,,
128,2018 People Moving Counts,GPR4,Weekday1_Morning,Weekday,Morning,20180906,0947,0957,,Sun-Exposed,66,UD4H,1,6,,,,,4,1,0,0,0,0,0,0,0,0,
129,2018 People Moving Counts,GPR4,Weekday1_Morning,Weekday,Morning,20180906,0959,1009,,Sun-Exposed,66,UD4H,2,5,2,3,0,1,,,,,,,,,,,
130,2018 People Moving Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1334,1344,,Sun-Shaded,79,UD4H,1,7,,,,,5,1,0,0,0,0,0,0,0,0,
131,2018 People Moving Counts,GPR4,Weekday1_Midday,Weekday,Midday,20180906,1344,1354,,Sun-Shaded,79,UD4H,2,15,11,4,0,0,,,,,,,,,,,
132,2018 People Moving Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1730,1740,,Sun-Shaded,81,UD4H,1,27,,,,,12,3,3,0,0,0,0,0,0,0,
133,2018 People Moving Counts,GPR4,Weekday1_Evening,Weekday,Evening,20180906,1740,1750,,Sun-Shaded,81,UD4H,2,30,12,18,0,4,,,,,,,,,,,
134,2018 People Moving Counts,GPR4,Weekday2_Morning,Weekday,Morning,20180907,0955,1005,,Sun-Exposed,63,UD4H,1,9,,,,,5,0,0,1,0,0,0,0,0,0,
135,2018 People Moving Counts,GPR4,Weekday2_Morning,Weekday,Morning,20180907,1005,1015,,Sun-Exposed,63,UD4H,2,8,1,7,0,0,,,,,,,,,,,
136,2018 People Moving Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1321,1331,,Sun-Shaded,69,UD4H,1,17,,,,,10,2,1,0,0,0,0,0,0,0,
137,2018 People Moving Counts,GPR4,Weekday2_Midday,Weekday,Midday,20180907,1331,1341,,Sun-Shaded,69,UD4H,2,20,11,9,0,0,,,,,,,,,,,
138,2018 People Moving Counts,GPR4,Weekday2_Evening,Weekday,Evening,20180907,1706,1716,,Light Clouds,70,UD4H,1,19,,,,,8,2,1,1,0,0,0,0,0,0,
139,2018 People Moving Counts,GPR4,Weekday2_Evening,Weekday,Evening,20180907,1718,1728,,Light Clouds,70,UD4H,2,22,10,11,1,0,,,,,,,,,,,
140,2018 People Moving Counts,GPR4,Weekend_Midday,Weekend,Midday,20180908,1347,1357,,Heavy Clouds,65,UD4H,1,21,,,,,7,3,0,2,0,0,0,0,0,0,
141,2018 People Moving Counts,GPR4,Weekend_Midday,Weekend,Midday,20180908,1358,1408,,Heavy Clouds,65,UD4H,2,21,10,11,0,0,,,,,,,,,,,
142,2018 People Moving Counts,GPR4,Weekend_Evening,Weekend,Evening,20180908,1724,1734,,Light Clouds,69,UD4H,1,20,,,,,12,4,0,0,0,0,0,0,0,0,
143,2018 People Moving Counts,GPR4,Weekend_Evening,Weekend,Evening,20180908,1735,1745,,Light Clouds,69,UD4H,2,18,8,8,2,2,,,,,,,,,,,
144,2018 People Moving Counts,RAV4,Weekday1_Morning,Weekday,Morning,20180913,0936,0946,,Sun-Shaded,57,UD4H,1,3,,,,,1,1,0,0,0,0,0,0,0,0,
145,2018 People Moving Counts,RAV4,Weekday1_Morning,Weekday,Morning,20180913,0946,0956,,Sun-Shaded,57,UD4H,2,8,3,5,0,0,,,,,,,,,,,
146,2018 People Moving Counts,RAV4,Weekday1_Midday,Weekday,Midday,20180913,1257,1307,,Sun-Shaded,64,UD4H,1,14,,,,,6,4,0,0,0,0,0,0,0,0,
147,2018 People Moving Counts,RAV4,Weekday1_Midday,Weekday,Midday,20180913,1308,1318,,Sun-Shaded,64,UD4H,2,10,8,2,0,0,,,,,,,,,,,
148,2018 People Moving Counts,RAV4,Weekday1_Evening,Weekday,Evening,20180913,1643,1653,,Heavy Clouds,66,UD4H,1,7,,,,,5,1,0,0,0,0,0,0,0,0,
149,2018 People Moving Counts,RAV4,Weekday1_Evening,Weekday,Evening,20180913,1655,1705,,Heavy Clouds,66,UD4H,2,8,4,4,0,0,,,,,,,,,,,
150,2018 People Moving Counts,RAV4,Weekday2_Morning,Weekday,Morning,20180914,0915,0925,,Heavy Clouds,56,UD4H,1,2,,,,,2,0,0,0,0,0,0,0,0,0,
151,2018 People Moving Counts,RAV4,Weekday2_Morning,Weekday,Morning,20180914,0925,0935,,Heavy Clouds,56,UD4H,2,3,2,1,0,0,,,,,,,,,,,
