Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Male,Female,Gender Unknown,Total_Supported_or_Assisted,GroupSize_1,GroupSize_2,GroupSize_3,GroupSize_4,GroupSize_5,GroupSize_6,GroupSize_7,GroupSize_8,GroupSize_9,GroupSize_10+,Notes
399,2018 People Moving Counts,FHT2,Weekend_Evening,Weekend,Evening,20180804,1616,1626,,Sun-Shaded,77,UD4H,2,13,6,7,0,0,,,,,,,,,,,
400,2018 People Moving Counts,WED2,Weekday1_Morning,Weekday,Morning,20180906,0901,0911,,Sun-Exposed,59,UD4H,1,4,,,,,2,1,0,0,0,0,0,0,0,0,
401,2018 People Moving Counts,WED2,Weekday1_Morning,Weekday,Morning,20180906,0911,0921,,Sun-Exposed,59,UD4H,2,9,2,6,1,0,,,,,,,,,,,
402,2018 People Moving Counts,WED2,Weekday1_Midday,Weekday,Midday,20180906,1256,1306,,Sun-Shaded,73,UD4H,1,4,,,,,4,0,0,0,0,0,0,0,0,0,
403,2018 People Moving Counts,WED2,Weekday1_Midday,Weekday,Midday,20180906,1306,1316,,Sun-Shaded,73,UD4H,2,8,3,5,0,0,,,,,,,,,,,
404,2018 People Moving Counts,WED2,Weekday1_Evening,Weekday,Evening,20180906,1643,1653,,Sun-Shaded,83,UD4H,1,8,,,,,4,2,,0,0,0,0,0,0,0,
405,2018 People Moving Counts,WED2,Weekday1_Evening,Weekday,Evening,20180906,1653,1703,,Sun-Shaded,83,UD4H,2,8,3,5,0,0,,,,,,,,,,,
406,2018 People Moving Counts,WED2,Weekday2_Morning,Weekday,Morning,20180907,0903,0913,,Heavy Clouds,59,UD4H,1,3,,,,,1,1,0,0,0,0,0,0,0,0,
407,2018 People Moving Counts,WED2,Weekday2_Morning,Weekday,Morning,20180907,0913,0923,,Heavy Clouds,59,UD4H,2,2,1,1,0,0,,,,,,,,,,,
408,2018 People Moving Counts,WED2,Weekday2_Midday,Weekday,Midday,20180807,1307,1317,,Sun-Shaded,70,UD4H,1,3,,,,,1,1,0,0,0,0,0,0,0,0,
409,2018 People Moving Counts,WED2,Weekday2_Midday,Weekday,Midday,20180807,1317,1327,,Sun-Shaded,70,UD4H,2,2,1,1,0,0,,,,,,,,,,,
410,2018 People Moving Counts,WED2,Weekday2_Evening,Weekday,Evening,20180907,1643,1653,,Sun-Shaded,70,UD4H,1,3,,,,,3,0,0,0,0,0,0,0,0,0,
411,2018 People Moving Counts,WED2,Weekday2_Evening,Weekday,Evening,20180907,1653,1703,,Sun-Shaded,70,UD4H,2,3,2,1,0,0,,,,,,,,,,,
412,2018 People Moving Counts,WED2,Weekend_Midday,Weekend,Midday,20180915,1245,1255,,Heavy Clouds,62,UD4H,1,24,,,,,10,5,0,1,0,0,0,0,0,0,
413,2018 People Moving Counts,WED2,Weekend_Midday,Weekend,Midday,20180915,1255,1305,,Heavy Clouds,62,UD4H,2,32,15,17,0,0,,,,,,,,,,,
414,2018 People Moving Counts,WED2,Weekend_Evening,Weekend,Evening,20180915,1700,1710,,Light Rain,63,UD4H,1,4,,,,,2,1,0,0,0,0,0,0,0,0,
415,2018 People Moving Counts,WED2,Weekend_Evening,Weekend,Evening,20180915,1710,1720,,Light Rain,63,UD4H,2,2,1,1,0,0,,,,,,,,,,,
416,2018 People Moving Counts,WHP1,Weekday1_Morning,Weekday,Morning,20180919,0825,0835,,Sun-Shaded,54,UD4H,1,18,,,,,12,3,0,0,0,0,0,0,0,0,
417,2018 People Moving Counts,WHP1,Weekday1_Morning,Weekday,Morning,20180919,0835,0845,,Sun-Shaded,54,UD4H,2,18,9,8,1,0,,,,,,,,,,,
418,2018 People Moving Counts,WHP1,Weekday1_Midday,Weekday,Midday,20180919,1200,1210,,Sun-Shaded,62,UD4H,1,3,,,,,1,1,0,0,0,0,0,0,0,0,
419,2018 People Moving Counts,WHP1,Weekday1_Midday,Weekday,Midday,20180919,1210,1220,,Sun-Shaded,62,UD4H,2,1,0,1,0,0,,,,,,,,,,,
420,2018 People Moving Counts,WHP1,Weekday1_Evening,Weekday,Evening,20180919,1600,1610,,Sun-Shaded,68,UD4H,1,1,,,,,1,0,0,0,0,0,0,0,0,0,
421,2018 People Moving Counts,WHP1,Weekday1_Evening,Weekday,Evening,20180919,1610,1620,,Sun-Shaded,68,UD4H,2,0,0,0,0,0,,,,,,,,,,,
422,2018 People Moving Counts,WHP1,Weekday2_Morning,Weekday,Morning,20180920,0820,0830,,Heavy Clouds,56,UD4H,1,6,,,,,4,1,0,0,0,0,0,0,0,0,
423,2018 People Moving Counts,WHP1,Weekday2_Morning,Weekday,Morning,20180920,0840,0850,,Heavy Clouds,56,UD4H,2,4,4,0,0,1,,,,,,,,,,,
424,2018 People Moving Counts,WHP1,Weekday2_Midday,Weekday,Midday,20180920,1200,1210,,Heavy Clouds,60,UD4H,1,2,,,,,2,0,0,0,0,0,0,0,0,0,
425,2018 People Moving Counts,WHP1,Weekday2_Midday,Weekday,Midday,20180920,1210,1220,,Heavy Clouds,60,UD4H,2,2,2,0,0,0,,,,,,,,,,,
426,2018 People Moving Counts,WHP1,Weekday2_Evening,Weekday,Evening,20180920,1620,1630,,Light Clouds,64,UD4H,1,1,,,,,1,0,0,0,0,0,0,0,0,0,
427,2018 People Moving Counts,WHP1,Weekday2_Evening,Weekday,Evening,20180920,1630,1640,,Light Clouds,64,UD4H,2,3,2,1,0,0,,,,,,,,,,,
428,2018 People Moving Counts,WHP1,Weekend_Midday,Weekend,Midday,20180922,1200,1210,,Light Clouds,65,UD4H,1,3,,,,,3,0,0,0,0,0,0,0,0,0,
429,2018 People Moving Counts,WHP1,Weekend_Midday,Weekend,Midday,20180922,1210,1220,,Light Clouds,65,UD4H,2,1,1,0,0,0,,,,,,,,,,,
430,2018 People Moving Counts,WHP1,Weekend_Evening,Weekend,Evening,20180922,1600,1610,,Light Clouds,66,UD4H,1,2,,,,,2,0,0,0,0,0,0,0,0,0,
431,2018 People Moving Counts,WHP1,Weekend_Evening,Weekend,Evening,20180922,1610,1620,,Light Clouds,66,UD4H,2,5,4,1,0,0,,,,,,,,,,,
432,2018 People Moving Counts,WES3,Weekday1_Morning,Weekday,Morning,20180816,0822,0832,,Heavy Clouds,63,UD4H,1,5,,,,,5,0,0,0,0,0,0,0,0,0,
433,2018 People Moving Counts,WES3,Weekday1_Morning,Weekday,Morning,20180816,0838,0848,,Heavy Clouds,63,UD4H,2,10,6,4,0,0,,,,,,,,,,,
434,2018 People Moving Counts,WES3,Weekday1_Midday,Weekday,Midday,20180816,1212,1222,,Heavy Clouds,63,UD4H,1,46,,,,,16,9,1,0,0,0,0,0,1,0,
435,2018 People Moving Counts,WES3,Weekday1_Midday,Weekday,Midday,20180816,1222,1232,,Heavy Clouds,63,UD4H,2,30,14,16,0,0,,,,,,,,,,,
436,2018 People Moving Counts,WES3,Weekday1_Evening,Weekday,Evening,20180816,1603,1613,,Light Clouds,75,UD4H,1,27,,,,,19,4,0,0,0,0,0,0,0,0,
437,2018 People Moving Counts,WES3,Weekday1_Evening,Weekday,Evening,20180816,1614,1624,,Light Clouds,75,UD4H,2,32,12,20,0,0,,,,,,,,,,,
438,2018 People Moving Counts,WES3,Weekday2_Morning,Weekday,Morning,20180817,0814,0824,,Heavy Clouds,55,UD4H,1,8,,,,,6,1,0,0,0,0,0,0,0,0,
439,2018 People Moving Counts,WES3,Weekday2_Morning,Weekday,Morning,20180817,0824,0834,,Heavy Clouds,55,UD4H,2,8,5,3,0,0,,,,,,,,,,,
440,2018 People Moving Counts,WES3,Weekday2_Midday,Weekday,Midday,20180817,1204,1214,,Light Clouds,66,UD4H,1,50,,,,,19,0,9,1,0,0,0,0,0,0,
441,2018 People Moving Counts,WES3,Weekday2_Midday,Weekday,Midday,20180817,1215,1225,,Light Clouds,66,UD4H,2,32,11,21,0,0,,,,,,,,,,,
442,2018 People Moving Counts,WES3,Weekday2_Evening,Weekday,Evening,20180817,1603,1613,,Sun-Shaded,73,UD4H,1,39,,,,,17,9,0,1,0,0,0,0,0,0,
443,2018 People Moving Counts,WES3,Weekday2_Evening,Weekday,Evening,20180817,1613,1623,,Sun-Shaded,73,UD4H,2,34,16,18,0,0,,,,,,,,,,,
444,2018 People Moving Counts,WES3,Weekend_Midday,Weekend,Midday,20180818,1311,1321,,Sun-Shaded,70,UD4H,1,67,,,,,17,17,1,2,1,0,0,0,0,0,
445,2018 People Moving Counts,WES3,Weekend_Midday,Weekend,Midday,20180818,1321,1331,,Sun-Shaded,70,UD4H,2,54,31,23,0,0,,,,,,,,,,,
446,2018 People Moving Counts,WES3,Weekend_Evening,Weekend,Evening,20180818,1728,1738,,Light Clouds,76,UD4H,1,46,,,,,16,7,2,1,0,1,0,0,0,0,
447,2018 People Moving Counts,WES3,Weekend_Evening,Weekend,Evening,20180818,1738,1748,,Light Clouds,76,UD4H,2,53,20,33,0,0,,,,,,,,,,,
448,2018 People Moving Counts,CRO2,Weekday1_Morning,Weekday,Morning,20180905,0940,0950,,Sun-Shaded,60,UD4H,1,1,,,,,1,0,0,0,0,0,0,0,0,0,
449,2018 People Moving Counts,CRO2,Weekday1_Morning,Weekday,Morning,20180905,0950,1000,,Sun-Shaded,60,UD4H,2,1,1,0,0,0,,,,,,,,,,,
450,2018 People Moving Counts,CRO2,Weekday1_Midday,Weekday,Midday,20180905,1314,1324,,Sun-Shaded,71,UD4H,1,3,,,,,1,1,0,0,0,0,0,0,0,0,
451,2018 People Moving Counts,CRO2,Weekday1_Midday,Weekday,Midday,20180905,1324,1334,,Sun-Shaded,71,UD4H,2,2,1,1,0,0,,,,,,,,,,,
452,2018 People Moving Counts,CRO2,Weekday1_Evening,Weekday,Evening,20180905,1720,1730,,Sun-Shaded,74,UD4H,1,1,,,,,1,0,0,0,0,0,0,0,0,0,
453,2018 People Moving Counts,CRO2,Weekday1_Evening,Weekday,Evening,20180905,1730,1740,,Sun-Shaded,74,UD4H,2,2,2,0,0,0,,,,,,,,,,,
454,2018 People Moving Counts,CRO2,Weekday2_Morning,Weekday,Morning,20180906,0938,0948,,Sun-Shaded,61,UD4H,1,7,,,,,5,1,0,0,0,0,0,0,0,0,
455,2018 People Moving Counts,CRO2,Weekday2_Morning,Weekday,Morning,20180906,0948,0958,,Sun-Shaded,61,UD4H,2,7,3,4,0,0,,,,,,,,,,,
456,2018 People Moving Counts,CRO2,Weekday2_Midday,Weekday,Midday,20180906,1310,1320,,Sun-Shaded,72,UD4H,1,6,,,,,4,1,0,0,0,0,0,0,0,0,
457,2018 People Moving Counts,CRO2,Weekday2_Midday,Weekday,Midday,20180906,1320,1330,,Sun-Shaded,72,UD4H,2,3,1,2,0,0,,,,,,,,,,,
458,2018 People Moving Counts,CRO2,Weekday2_Evening,Weekday,Evening,20180906,1655,1705,,Sun-Shaded,79,UD4H,1,2,,,,,2,0,0,0,0,0,0,0,0,0,
459,2018 People Moving Counts,CRO2,Weekday2_Evening,Weekday,Evening,20180906,1705,1715,,Sun-Shaded,79,UD4H,2,5,4,1,0,0,,,,,,,,,,,
460,2018 People Moving Counts,CRO2,Weekend_Midday,Weekend,Midday,20180908,1323,1333,,Heavy Clouds,63,UD4H,1,4,,,,,4,0,0,0,0,0,0,0,0,0,
461,2018 People Moving Counts,CRO2,Weekend_Midday,Weekend,Midday,20180908,1333,1343,,Heavy Clouds,63,UD4H,2,3,3,0,0,0,,,,,,,,,,,
462,2018 People Moving Counts,CRO2,Weekend_Evening,Weekend,Evening,20180908,1704,1714,,Light Clouds,67,UD4H,1,10,,,,,8,1,0,0,0,0,0,0,0,0,
463,2018 People Moving Counts,CRO2,Weekend_Evening,Weekend,Evening,20180908,1714,1724,,Light Clouds,67,UD4H,2,11,5,6,0,0,,,,,,,,,,,
464,2018 People Moving Counts,ALK2,Weekday1_Morning,Weekday,Morning,20180814,0900,0910,,Light Clouds,66,UD4H,1,1,,,,,1,0,0,0,0,0,0,0,0,0,
465,2018 People Moving Counts,ALK2,Weekday1_Morning,Weekday,Morning,20180814,0910,0920,,Light Clouds,66,UD4H,2,7,2,5,0,0,,,,,,,,,,,
466,2018 People Moving Counts,ALK2,Weekday1_Midday,Weekday,Midday,20180814,1302,1312,,Light Clouds,75,UD4H,1,20,,,,,5,6,1,0,0,0,0,0,0,0,
467,2018 People Moving Counts,ALK2,Weekday1_Midday,Weekday,Midday,20180814,1314,1324,,Light Clouds,75,UD4H,2,36,10,25,1,0,,,,,,,,,,,
468,2018 People Moving Counts,ALK2,Weekday1_Evening,Weekday,Evening,20180814,1700,1710,,Light Clouds,79,UD4H,1,25,,,,,4,6,3,0,0,0,0,0,0,0,
469,2018 People Moving Counts,ALK2,Weekday1_Evening,Weekday,Evening,20180814,1710,1720,,Light Clouds,79,UD4H,2,20,12,7,1,0,,,,,,,,,,,
470,2018 People Moving Counts,ALK2,Weekday2_Morning,Weekday,Morning,20180815,0906,0916,,Light Clouds,66,UD4H,1,13,,,,,4,3,1,0,0,0,0,0,0,0,
471,2018 People Moving Counts,ALK2,Weekday2_Morning,Weekday,Morning,20180815,0916,0926,,Light Clouds,66,UD4H,2,4,2,2,0,0,,,,,,,,,,,
472,2018 People Moving Counts,ALK2,Weekday2_Midday,Weekday,Midday,20180815,1300,1310,,Light Clouds,78,UD4H,1,22,,,,,4,4,1,0,0,0,1,0,0,0,
473,2018 People Moving Counts,ALK2,Weekday2_Midday,Weekday,Midday,20180815,1310,1320,,Light Clouds,78,UD4H,2,17,7,10,0,0,,,,,,,,,,,
474,2018 People Moving Counts,ALK2,Weekday2_Evening,Weekday,Evening,20180815,1700,1710,,Light Clouds,84,UD4H,1,32,,,,,6,11,0,1,0,0,0,0,0,0,
475,2018 People Moving Counts,ALK2,Weekday2_Evening,Weekday,Evening,20180815,1710,1720,,Light Clouds,84,UD4H,2,24,13,10,1,0,,,,,,,,,,,
476,2018 People Moving Counts,ALK2,Weekend_Midday,Weekend,Midday,20180818,1202,1212,,Light Clouds,67,UD4H,1,40,,,,,7,9,2,1,1,0,0,0,0,0,
477,2018 People Moving Counts,ALK2,Weekend_Midday,Weekend,Midday,20180818,1212,1222,,Light Clouds,67,UD4H,2,61,25,34,2,0,,,,,,,,,,,
478,2018 People Moving Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1611,1621,,Sun-Shaded,77,UD4H,1,88,,,,,13,16,4,2,0,1,1,0,0,1,
479,2018 People Moving Counts,ALK2,Weekend_Evening,Weekend,Evening,20180818,1622,1632,,Sun-Shaded,77,UD4H,2,39,22,17,0,0,,,,,,,,,,,
480,2018 People Moving Counts,BLV1,Weekday1_Morning,Weekday,Morning,20180823,0838,0848,,Light Rain,59,UD4H,1,1,,,,,1,0,0,0,0,0,0,0,0,0,
481,2018 People Moving Counts,BLV1,Weekday1_Morning,Weekday,Morning,20180823,0849,0859,,Light Rain,59,UD4H,2,2,1,1,0,0,,,,,,,,,,,
482,2018 People Moving Counts,BLV1,Weekday1_Midday,Weekday,Midday,20180823,1202,1212,,Heavy Clouds,63,UD4H,1,2,,,,,2,0,0,0,0,0,0,0,0,0,
483,2018 People Moving Counts,BLV1,Weekday1_Midday,Weekday,Midday,20180823,1214,1224,,Heavy Clouds,63,UD4H,2,2,2,0,0,1,,,,,,,,,,,
484,2018 People Moving Counts,BLV1,Weekday1_Evening,Weekday,Evening,20180823,1629,1639,,Light Clouds,69,UD4H,1,3,,,,,3,0,0,0,0,0,0,0,0,0,
485,2018 People Moving Counts,BLV1,Weekday1_Evening,Weekday,Evening,20180823,1640,1650,,Light Clouds,69,UD4H,2,7,2,5,0,5,,,,,,,,,,,
486,2018 People Moving Counts,BLV1,Weekday2_Morning,Weekday,Morning,20180824,0803,0813,,Heavy Clouds,56,UD4H,1,4,,,,,2,1,0,0,0,0,0,0,0,0,
487,2018 People Moving Counts,BLV1,Weekday2_Morning,Weekday,Morning,20180824,0814,0824,,Heavy Clouds,56,UD4H,2,2,1,1,0,0,,,,,,,,,,,
488,2018 People Moving Counts,BLV1,Weekday2_Midday,Weekday,Midday,20180824,1156,1206,,Heavy Clouds,63,UD4H,1,2,,,,,2,0,0,0,0,0,0,0,0,0,
489,2018 People Moving Counts,BLV1,Weekday2_Midday,Weekday,Midday,20180824,1207,1217,,Heavy Clouds,63,UD4H,2,3,0,3,0,1,,,,,,,,,,,
627,2018 People Moving Counts,BLT2,Weekday1_Midday,Weekday,Midday,20180720,1304,1314,,Sun-Exposed,67,UD4H,2,20,11,9,0,0,,,,,,,,,,,
490,2018 People Moving Counts,BLV1,Weekday2_Evening,Weekday,Evening,20180824,1613,1623,,Light Clouds,68,UD4H,1,3,,,,,3,0,0,0,0,0,0,0,0,0,
491,2018 People Moving Counts,BLV1,Weekday2_Evening,Weekday,Evening,20180824,1624,1634,,Light Clouds,68,UD4H,2,5,1,4,0,0,,,,,,,,,,,
492,2018 People Moving Counts,BLV1,Weekend_Midday,Weekend,Midday,20180825,1214,1224,,Heavy Clouds,60,UD4H,1,3,,,,,1,1,0,0,0,0,0,0,0,0,
493,2018 People Moving Counts,BLV1,Weekend_Midday,Weekend,Midday,20180825,1226,1236,,Heavy Clouds,60,UD4H,2,0,0,0,0,0,,,,,,,,,,,
494,2018 People Moving Counts,BLV1,Weekend_Evening,Weekend,Evening,20180825,1613,1623,,Heavy Clouds,65,UD4H,1,5,,,,,1,2,0,0,0,0,0,0,0,0,
495,2018 People Moving Counts,BLV1,Weekend_Evening,Weekend,Evening,20180825,1624,1634,,Heavy Clouds,65,UD4H,2,5,3,2,0,1,,,,,,,,,,,
496,2018 People Moving Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0924,0934,,Heavy Clouds,61,UD4H,1,59,,,,,46,3,1,1,0,0,0,0,0,0,
497,2018 People Moving Counts,COM3,Weekday1_Morning,Weekday,Morning,20180719,0934,0944,,Heavy Clouds,61,UD4H,2,74,46,28,0,1,,,,,,,,,,,
498,2018 People Moving Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1302,1312,,Heavy Clouds,65,UD4H,1,161,,,,,84,20,9,1,0,1,0,0,0,0,
499,2018 People Moving Counts,COM3,Weekday1_Midday,Weekday,Midday,20180719,1312,1322,,Heavy Clouds,65,UD4H,2,172,88,84,0,1,,,,,,,,,,,
500,2018 People Moving Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1702,1712,event:accidents_emergency,Heavy Clouds,68,UD4H,1,312,,,,,238,22,8,0,0,1,0,0,0,0,
501,2018 People Moving Counts,COM3,Weekday1_Evening,Weekday,Evening,20180719,1713,1723,event:accidents_emergency,Heavy Clouds,68,UD4H,2,222,113,109,0,0,,,,,,,,,,,
502,2018 People Moving Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0917,0927,,Heavy Clouds,58,UD4H,1,96,,,,,73,6,2,0,1,0,0,0,0,0,
503,2018 People Moving Counts,COM3,Weekday2_Morning,Weekday,Morning,20180720,0928,0938,,Heavy Clouds,58,UD4H,2,108,72,36,0,3,,,,,,,,,,,
504,2018 People Moving Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1300,1310,,Sun-Shaded,65,UD4H,1,132,,,,,84,15,1,1,1,1,0,0,0,0,
505,2018 People Moving Counts,COM3,Weekday2_Midday,Weekday,Midday,20180720,1311,1321,,Sun-Shaded,65,UD4H,2,156,95,60,1,2,,,,,,,,,,,
506,2018 People Moving Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1706,1716,,Sun-Shaded,70,UD4H,1,236,,,,,181,18,2,2,1,0,0,0,0,0,
507,2018 People Moving Counts,COM3,Weekday2_Evening,Weekday,Evening,20180720,1717,1727,,Sun-Shaded,70,UD4H,2,126,67,59,0,2,,,,,,,,,,,
508,2018 People Moving Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1259,1309,,Sun-Shaded,68,UD4H,1,112,,,,,54,15,5,2,1,0,0,0,0,0,
509,2018 People Moving Counts,COM3,Weekend_Midday,Weekend,Midday,20180721,1310,1320,,Sun-Shaded,68,UD4H,2,132,64,68,0,1,,,,,,,,,,,
510,2018 People Moving Counts,COM3,Weekend_Evening,Weekend,Evening,20180721,1703,1713,,Sun-Shaded,72,UD4H,1,166,,,,,59,27,8,2,1,0,1,0,1,0,
511,2018 People Moving Counts,COM3,Weekend_Evening,Weekend,Evening,20180721,1714,1724,,Sun-Shaded,72,UD4H,2,156,81,75,0,1,,,,,,,,,,,
512,2018 People Moving Counts,MTB2,Weekday1_Morning,Weekday,Morning,20180726,0800,0810,,Sun-Shaded,68,UD4H,1,29,,,,,21,0,0,2,0,0,0,0,0,0,
513,2018 People Moving Counts,MTB2,Weekday1_Morning,Weekday,Morning,20180726,0810,0820,,Sun-Shaded,68,UD4H,2,26,13,13,0,1,,,,,,,,,,,
514,2018 People Moving Counts,MTB2,Weekday1_Midday,Weekday,Midday,20180726,1200,1210,,Sun-Exposed,81,UD4H,1,20,,,,,6,2,1,0,0,0,1,0,0,0,
515,2018 People Moving Counts,MTB2,Weekday1_Midday,Weekday,Midday,20180726,1210,1220,,Sun-Exposed,81,UD4H,2,18,10,8,0,0,,,,,,,,,,,
516,2018 People Moving Counts,MTB2,Weekday1_Evening,Weekday,Evening,20180726,1600,1610,,Sun-Shaded,89,UD4H,1,20,,,,,18,1,0,0,0,0,0,0,0,0,
517,2018 People Moving Counts,MTB2,Weekday1_Evening,Weekday,Evening,20180726,1610,1620,,Sun-Shaded,89,UD4H,2,24,13,11,0,1,,,,,,,,,,,
518,2018 People Moving Counts,MTB2,Weekday2_Morning,Weekday,Morning,20180727,0900,0910,,Sun-Exposed,64,UD4H,1,7,,,,,7,0,0,0,0,0,0,0,0,0,
519,2018 People Moving Counts,MTB2,Weekday2_Morning,Weekday,Morning,20180727,0910,0920,,Sun-Exposed,64,UD4H,2,11,8,3,0,0,,,,,,,,,,,
520,2018 People Moving Counts,MTB2,Weekday2_Midday,Weekday,Midday,20180727,1308,1318,event:commercial_event,Sun-Shaded,78,UD4H,1,15,,,,,13,1,0,0,0,0,0,0,0,0,
521,2018 People Moving Counts,MTB2,Weekday2_Midday,Weekday,Midday,20180727,1318,1328,event:commercial_event,Sun-Shaded,78,UD4H,2,19,15,4,0,1,,,,,,,,,,,
522,2018 People Moving Counts,MTB2,Weekday2_Evening,Weekday,Evening,20180727,1711,1721,,Sun-Shaded,86,UD4H,1,31,,,,,25,3,0,0,0,0,0,0,0,0,
523,2018 People Moving Counts,MTB2,Weekday2_Evening,Weekday,Evening,20180727,1721,1731,,Sun-Shaded,86,UD4H,2,46,23,23,0,0,,,,,,,,,,,
524,2018 People Moving Counts,MTB2,Weekend_Midday,Weekend,Midday,20180728,1300,1310,,Sun-Shaded,75,UD4H,1,21,,,,,17,2,0,0,0,0,0,0,0,0,
525,2018 People Moving Counts,MTB2,Weekend_Midday,Weekend,Midday,20180728,1310,1320,,Sun-Shaded,75,UD4H,2,18,8,10,0,0,,,,,,,,,,,
526,2018 People Moving Counts,MTB2,Weekend_Evening,Weekend,Evening,20180728,1704,1714,,Sun-Shaded,84,UD4H,1,16,,,,,14,1,0,0,0,0,0,0,0,0,
527,2018 People Moving Counts,MTB2,Weekend_Evening,Weekend,Evening,20180728,1714,1724,,Sun-Shaded,84,UD4H,2,18,8,10,0,1,,,,,,,,,,,
528,2018 People Moving Counts,BAL2,Weekend_Midday,Weekend,Midday,20180811,1330,1340,,Light Rain,68,UD4H,1,81,,,,,26,15,4,2,1,0,0,0,0,0,
529,2018 People Moving Counts,BAL2,Weekend_Midday,Weekend,Midday,20180811,1347,1357,,Light Rain,68,UD4H,2,47,23,24,0,0,,,,,,,,,,,
530,2018 People Moving Counts,BAL2,Weekend_Evening,Weekend,Evening,20180811,1658,1708,,Light Clouds,72,UD4H,1,76,,,,,30,15,4,1,0,0,0,0,0,0,
531,2018 People Moving Counts,BAL2,Weekend_Evening,Weekend,Evening,20180811,1709,1719,,Light Clouds,72,UD4H,2,88,38,49,1,0,,,,,,,,,,,
532,2018 People Moving Counts,BAL2,Weekday1_Morning,Weekday,Morning,20180813,0930,0940,,Sun-Shaded,63,UD4H,1,36,,,,,28,4,0,0,0,0,0,0,0,0,
533,2018 People Moving Counts,BAL2,Weekday1_Morning,Weekday,Morning,20180813,0942,0952,,Sun-Shaded,63,UD4H,2,28,14,14,0,1,,,,,,,,,,,
534,2018 People Moving Counts,BAL2,Weekday1_Midday,Weekday,Midday,20180813,1255,1305,,Sun-Shaded,73,UD4H,1,50,,,,,24,7,4,0,0,0,0,0,0,0,
535,2018 People Moving Counts,BAL2,Weekday1_Midday,Weekday,Midday,20180813,1307,1317,,Sun-Shaded,73,UD4H,2,55,24,30,1,5,,,,,,,,,,,
536,2018 People Moving Counts,BAL2,Weekday1_Evening,Weekday,Evening,20180813,1700,1710,,Sun-Shaded,74,UD4H,1,80,,,,,51,11,1,1,0,0,0,0,0,0,
537,2018 People Moving Counts,BAL2,Weekday1_Evening,Weekday,Evening,20180813,1711,1721,,Sun-Shaded,74,UD4H,2,56,29,26,1,0,,,,,,,,,,,
538,2018 People Moving Counts,BAL2,Weekday2_Morning,Weekday,Morning,20180815,0922,0932,,Light Clouds,66,UD4H,1,19,,,,,15,2,0,0,0,0,0,0,0,0,
539,2018 People Moving Counts,BAL2,Weekday2_Morning,Weekday,Morning,20180815,0933,0943,,Light Clouds,66,UD4H,2,24,9,14,1,1,,,,,,,,,,,
540,2018 People Moving Counts,BAL2,Weekday2_Midday,Weekday,Midday,20180815,1253,1303,,Light Clouds,78,UD4H,1,76,,,,,38,19,0,0,0,0,0,0,0,0,
541,2018 People Moving Counts,BAL2,Weekday2_Midday,Weekday,Midday,20180815,1305,1315,,Light Clouds,78,UD4H,2,55,31,24,0,3,,,,,,,,,,,
542,2018 People Moving Counts,BAL2,Weekday2_Evening,Weekday,Evening,20180815,1659,1709,,Light Clouds,84,UD4H,1,49,,,,,31,4,2,1,0,0,0,0,0,0,
543,2018 People Moving Counts,BAL2,Weekday2_Evening,Weekday,Evening,20180815,1711,1721,,Light Clouds,84,UD4H,2,66,43,23,0,1,,,,,,,,,,,
544,2018 People Moving Counts,GEO2,Weekday1_Morning,Weekday,Morning,20180906,0845,0855,,Sun-Exposed,60,UD4H,1,6,,,,,6,0,0,0,0,0,0,0,0,0,
545,2018 People Moving Counts,GEO2,Weekday1_Morning,Weekday,Morning,20180906,0855,0905,,Sun-Exposed,60,UD4H,2,8,6,2,0,0,,,,,,,,,,,
546,2018 People Moving Counts,GEO2,Weekday1_Midday,Weekday,Midday,20180806,1242,1252,,Sun-Shaded,71,UD4H,1,18,,,,,5,2,3,0,0,0,0,0,0,0,
547,2018 People Moving Counts,GEO2,Weekday1_Midday,Weekday,Midday,20180806,1252,1302,,Sun-Shaded,71,UD4H,2,30,19,11,0,0,,,,,,,,,,,
548,2018 People Moving Counts,GEO2,Weekday1_Evening,Weekday,Evening,20180906,1644,1654,,Sun-Shaded,84,UD4H,1,9,,,,,9,0,0,0,0,0,0,0,0,0,
549,2018 People Moving Counts,GEO2,Weekday1_Evening,Weekday,Evening,20180906,1654,1704,,Sun-Shaded,84,UD4H,2,17,10,7,0,0,,,,,,,,,,,
550,2018 People Moving Counts,GEO2,Weekend_Midday,Weekend,Midday,20180908,1312,1322,,Heavy Clouds,66,UD4H,1,57,,,,,21,12,4,0,0,0,0,0,0,0,
551,2018 People Moving Counts,GEO2,Weekend_Midday,Weekend,Midday,20180908,1322,1332,,Heavy Clouds,66,UD4H,2,73,37,36,0,0,,,,,,,,,,,
552,2018 People Moving Counts,GEO2,Weekend_Evening,Weekend,Evening,20180908,1642,1652,,Sun-Shaded,69,UD4H,1,51,,,,,11,17,2,0,0,0,0,0,0,0,
