Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Group_Size,Male,Female,Gender_Unknown,White,BlackAfricanAmerican,AmericanIndian_AlaskanNative,Asian,NativeHawaiian_PacificIslander,Latino,Multiple_Races,Race_Unknown,Age_0-4,Age_5-14,Age_15-24,Age_25-44,Age_45-64,Age_65+,Standing,Leaning,SittingFormal_Public,SittingFormal_Commercial,SittingFormal_Private,SittingInformal,Lying,Mobility_Assistance_Device,CommercialActivity_Providing,CommercialActivity_Buying,CommercialActivity_Observing,Eating/Drinking,Talking,CulturalActivity,UsingElectronics,ActiveRecreation,PassiveRecreation,WaitingTransportation,CivicWork,Smoking,DisruptiveActivity_Aggressive,DisruptiveActivity_Intoxicated,LivingActivities,Soliciting,Notes
3732,2018 People Staying Counts,CID2,Weekday2_Midday,Weekday,Midday,20180720,1235,1245,,Sun-Shaded,66,UD4H,5,1,1,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,
3733,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,1,1,1,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,1,1,,1,,1,,,,,,,,
3734,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,
3735,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,3,1,1,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3736,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,4,1,1,1,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,
3737,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,5,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
3738,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,6,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,1,,1,,,,,,,,
3739,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,7,1,1,1,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,
3740,2018 People Staying Counts,CID2,Weekday2_Evening,Weekday,Evening,20180720,1634,1644,,Sun-Exposed,73,UD4H,8,1,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
3741,2018 People Staying Counts,WAL4,Weekday1_Morning,Weekday,Morning,20180822,0951,1001,,Light Clouds,72,UD4H,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,1,1,3,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3743,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,2,1,3,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3744,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,3,1,3,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3745,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,4,1,3,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,
3746,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,5,1,3,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,
3747,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,6,1,3,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
3748,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,7,1,1,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,
3749,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,8,1,4,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
3750,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,9,1,4,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,
3751,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,10,1,4,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,
3752,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,11,1,4,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,
3753,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,12,1,2,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
3754,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,13,1,2,1,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
3755,2018 People Staying Counts,WAL4,Weekday1_Midday,Weekday,Midday,20180821,1338,1348,,Sun-Exposed,81,UD4H,14,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
3756,2018 People Staying Counts,WAL4,Weekday1_Evening,Weekday,Evening,20180821,1741,1751,,Light Clouds,86,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
3757,2018 People Staying Counts,WAL4,Weekday1_Evening,Weekday,Evening,20180821,1741,1751,,Light Clouds,86,UD4H,2,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
3758,2018 People Staying Counts,WAL4,Weekday2_Morning,Weekday,Morning,20180823,1008,1018,,Heavy Clouds,59,UD4H,1,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
3759,2018 People Staying Counts,WAL4,Weekday2_Morning,Weekday,Morning,20180823,1008,1018,,Heavy Clouds,59,UD4H,2,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
3760,2018 People Staying Counts,WAL4,Weekday2_Midday,Weekday,Midday,20180823,1405,1415,,Light Clouds,68,UD4H,1,1,2,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,
3761,2018 People Staying Counts,WAL4,Weekday2_Midday,Weekday,Midday,20180823,1405,1415,,Light Clouds,68,UD4H,2,1,2,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,
3762,2018 People Staying Counts,WAL4,Weekday2_Midday,Weekday,Midday,20180823,1405,1415,,Light Clouds,68,UD4H,3,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
3763,2018 People Staying Counts,WAL4,Weekday2_Midday,Weekday,Midday,20180823,1405,1415,,Light Clouds,68,UD4H,4,1,2,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
3764,2018 People Staying Counts,WAL4,Weekday2_Midday,Weekday,Midday,20180823,1405,1415,,Light Clouds,68,UD4H,5,1,2,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,
3765,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,1,1,2,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
3766,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,2,1,2,,1,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3767,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,3,1,3,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3768,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,4,1,3,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3769,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,5,1,3,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3770,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,6,1,2,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
3771,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,7,1,2,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,1,,1,,,,,,,,,,
3772,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,8,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
3773,2018 People Staying Counts,WAL4,Weekday2_Evening,Weekday,Evening,20180823,1740,1750,,Sun-Shaded,71,UD4H,9,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,
3774,2018 People Staying Counts,WAL4,Weekend_Midday,Weekend,Midday,20180825,1348,1358,,Heavy Clouds,62,UD4H,1,1,2,,1,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,
3775,2018 People Staying Counts,WAL4,Weekend_Midday,Weekend,Midday,20180825,1348,1358,,Heavy Clouds,62,UD4H,2,1,2,,1,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,
3776,2018 People Staying Counts,WAL4,Weekend_Midday,Weekend,Midday,20180825,1348,1358,,Heavy Clouds,62,UD4H,3,1,2,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
3777,2018 People Staying Counts,WAL4,Weekend_Midday,Weekend,Midday,20180825,1348,1358,,Heavy Clouds,62,UD4H,4,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
3778,2018 People Staying Counts,WAL4,Weekend_Midday,Weekend,Midday,20180825,1348,1358,,Heavy Clouds,62,UD4H,5,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,
3779,2018 People Staying Counts,WAL4,Weekend_Evening,Weekend,Evening,20180825,1740,1750,,Heavy Clouds,62,UD4H,1,1,1,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,
3780,2018 People Staying Counts,WAL4,Weekend_Evening,Weekend,Evening,20180825,1740,1750,,Heavy Clouds,62,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
3781,2018 People Staying Counts,WAL4,Weekend_Evening,Weekend,Evening,20180825,1740,1750,,Heavy Clouds,62,UD4H,3,1,5,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,
3782,2018 People Staying Counts,WAL4,Weekend_Evening,Weekend,Evening,20180825,1740,1750,,Heavy Clouds,62,UD4H,4,1,5,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
3783,2018 People Staying Counts,WAL4,Weekend_Evening,Weekend,Evening,20180825,1740,1750,,Heavy Clouds,62,UD4H,5,1,5,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
3784,2018 People Staying Counts,WAL4,Weekend_Evening,Weekend,Evening,20180825,1740,1750,,Heavy Clouds,62,UD4H,6,1,5,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,
3785,2018 People Staying Counts,WAL4,Weekend_Evening,Weekend,Evening,20180825,1740,1750,,Heavy Clouds,62,UD4H,7,1,5,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,,,,
3786,2018 People Staying Counts,DEN2,Weekend_Midday,Weekend,Midday,20180721,1354,1404,,Sun-Exposed,71,UD4H,1,1,1,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
3787,2018 People Staying Counts,DEN2,Weekend_Midday,Weekend,Midday,20180721,1354,1404,,Sun-Exposed,71,UD4H,2,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,
3788,2018 People Staying Counts,DEN2,Weekend_Midday,Weekend,Midday,20180721,1354,1404,,Sun-Exposed,71,UD4H,3,1,2,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
3789,2018 People Staying Counts,DEN2,Weekend_Midday,Weekend,Midday,20180721,1354,1404,,Sun-Exposed,71,UD4H,4,1,2,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
3790,2018 People Staying Counts,DEN2,Weekend_Midday,Weekend,Midday,20180721,1354,1404,,Sun-Exposed,71,UD4H,5,1,1,,1,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
3791,2018 People Staying Counts,DEN2,Weekend_Midday,Weekend,Midday,20180721,1354,1404,,Sun-Exposed,71,UD4H,6,1,1,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3792,2018 People Staying Counts,DEN2,Weekend_Midday,Weekend,Midday,20180721,1354,1404,,Sun-Exposed,71,UD4H,7,1,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,
3793,2018 People Staying Counts,DEN2,Weekend_Evening,Weekend,Evening,20180721,1738,1748,,Sun-Shaded,73,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,
3794,2018 People Staying Counts,DEN2,Weekend_Evening,Weekend,Evening,20180721,1738,1748,,Sun-Shaded,73,UD4H,2,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,
3795,2018 People Staying Counts,DEN2,Weekend_Evening,Weekend,Evening,20180721,1738,1748,,Sun-Shaded,73,UD4H,3,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
3796,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,1,1,3,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
3797,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,2,1,3,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
3798,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,3,1,3,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
3799,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,4,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,
3800,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,5,1,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
3801,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,6,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
3802,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,7,1,1,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,
3803,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,8,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
3804,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,9,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
3805,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,10,1,1,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
3806,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,11,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,
3807,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,12,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,
3808,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,13,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
3809,2018 People Staying Counts,DEN2,Weekday1_Morning,Weekday,Morning,20180723,0954,1004,,Sun-Shaded,70,UD4H,14,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
3810,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3811,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,2,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,
3812,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,3,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3813,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,4,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
3814,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,5,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
3815,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,6,1,1,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3816,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,7,1,1,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,
3817,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,8,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
3818,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,9,1,2,,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,
3819,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,10,1,2,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,,
3820,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,11,1,1,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,
3821,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,12,1,2,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3822,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,13,1,2,1,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3823,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,14,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
3824,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,15,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
3825,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,16,1,1,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
3826,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,17,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,
3827,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,18,1,1,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
3828,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,19,1,1,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3829,2018 People Staying Counts,DEN2,Weekday1_Midday,Weekday,Midday,20180723,1332,1342,,Sun-Shaded,79,UD4H,20,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
3830,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,
3831,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
3832,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,3,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,,,,,1,,,,,
3833,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,4,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
3834,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,5,1,1,1,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,
3835,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,6,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
3836,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,7,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
3837,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,8,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,
3838,2018 People Staying Counts,DEN2,Weekday1_Evening,Weekday,Evening,20180723,1626,1636,,Sun-Shaded,85,UD4H,9,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
3839,2018 People Staying Counts,DEN2,Weekday2_Morning,Weekday,Morning,20180905,0841,0851,,Sun-Shaded,83,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,
3840,2018 People Staying Counts,DEN2,Weekday2_Morning,Weekday,Morning,20180905,0841,0851,,Sun-Shaded,83,UD4H,2,1,2,,1,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,
3841,2018 People Staying Counts,DEN2,Weekday2_Morning,Weekday,Morning,20180905,0841,0851,,Sun-Shaded,83,UD4H,3,1,2,1,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,
3842,2018 People Staying Counts,DEN2,Weekday2_Morning,Weekday,Morning,20180905,0841,0851,,Sun-Shaded,83,UD4H,4,1,4,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3843,2018 People Staying Counts,DEN2,Weekday2_Morning,Weekday,Morning,20180905,0841,0851,,Sun-Shaded,83,UD4H,5,1,4,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3844,2018 People Staying Counts,DEN2,Weekday2_Morning,Weekday,Morning,20180905,0841,0851,,Sun-Shaded,83,UD4H,6,1,4,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
3845,2018 People Staying Counts,DEN2,Weekday2_Morning,Weekday,Morning,20180905,0841,0851,,Sun-Shaded,83,UD4H,7,1,4,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
