id,name ,locationType ,unitAddress,surveyor ,startedAt ,endedAt ,modePedestrian ,genderMale ,genderFemale ,age15To24 ,age25To64 ,age0To14 ,age65Plus ,congregationPair ,congregationGroup ,postureStanding ,posturePhysicalActivities ,postureSitting ,postureSittingPrivate ,postureSittingPublic ,postureSittingMobile ,postureSittingWheelchair ,postureSittingStroller ,sittingInformal,postureSittingGround ,postureLeaning ,postureLying ,activityCulturallyEngaged ,activityCommercial ,activityCommercialInformal ,activityRunning ,activityPlaying ,activityInformalPlaying ,activityRollerbladingSkateboarding ,activityConsuming ,activityElectronics ,activityConversing,activityWatching,activityIdle,activityWaitingTransport ,activityWaitingCrosswalk,activityPet,activitySubstanceUse ,activityIntoxicated ,activitySleep ,activityPanhandling,activitiesUrinatingDefecating,activityLittering,objectLuggage,objectStroller,objectPushcart,objectPet,parkedBikeRack ,objectEmptyBikeRack ,parkedBikeOther ,parkedBikeRack ,bikeCounterTraffic ,bikeSidewalk ,bikeNoHelmet ,parkedBikeRack ,objectEmptyParklet ,parkedScooter ,parkedCar ,parkedVan,parkedTruck,parkedLoading ,parkedDouble ,objectEmptyParking ,parkedIllegally ,notes
912,CLEMENT250,block,"250 Clement St San Francisco, CA 94118",David Uniman,06/21/14 05:50 PM,06/21/14 05:55 PM,8,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,Parklet: Cumaica
913,CLEMENT250,block,"250 Clement St San Francisco, CA 94118",David Uniman,06/21/14 06:25 PM,06/21/14 06:35 PM,6,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parklet: Cumaica. Person was taking a photo. Windy and chilly. 
914,CLEMENT250,block,"250 Clement St San Francisco, CA 94118",David Uniman,06/21/14 07:05 PM,06/21/14 07:10 PM,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Parklet: Cumaica. Person was reading. Empty, in the shade. Very chilly. Shops closed including Cumaica at this time. "
915,CLEMENT250,block,"250 Clement St San Francisco, CA 94118",David Uniman,06/21/14 06:50 PM,06/21/14 06:55 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Parklet: Cumaica. Empty. Shady side. 
916,CLEMENT251,block,"251 Clement St San Francisco, CA 94118",David Uniman,06/21/14 07:00 PM,06/21/14 07:05 PM,58,8,7,0,0,0,0,4,10,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,0,0,0,0,0,0,Parklet: Cumaica. Sunny side. Q Restaurant had people standing in line outside. 
917,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 05:12 PM,07/29/14 05:17 PM,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,9,0,0,0,0,8,0,
918,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 05:20 PM,07/29/14 05:25 PM,15,1,3,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,12,0,0,0,0,6,0,
919,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 05:25 PM,07/29/14 05:30 PM,23,4,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,0,0,0,0,11,0,0,0,0,5,0,
920,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 07:10 PM,07/29/14 07:15 PM,524,62,71,0,0,0,0,8,117,129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,14,0,0,0,0,4,0,
921,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 07:20 PM,07/29/14 07:25 PM,16,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,0,0,0,0,21,0,0,0,0,1,0,
922,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 07:25 PM,07/29/14 07:30 PM,22,2,4,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,10,0,0,0,0,15,0,0,0,0,2,0,
923,VALENCIA551,block,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 06:18 PM,07/29/14 06:24 PM,19,3,3,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,0,0,0,0,18,0,0,0,1,2,0,
924,VALENCIA651,block,"651 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 06:25 PM,07/29/14 06:30 PM,10,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,0,0,0,0,19,0,0,0,0,1,0,
925,VALENCIA751,block,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,07/29/14 06:40 PM,07/29/14 06:45 PM,118,15,16,0,0,0,0,16,7,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,21,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,6,0,0,4,0,0,0,0,14,0,0,0,0,4,0,
926,JEFFERSON350,block,"350 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 07:05 PM,07/26/14 07:10 PM,178,23,19,1,0,2,2,6,26,22,0,0,0,4,0,0,0,0,0,3,0,0,19,0,0,0,0,0,11,2,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
927,JEFFERSON150,block,"150 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 07:10 PM,07/26/14 07:15 PM,666,71,80,13,0,8,2,16,123,98,0,0,0,25,0,0,0,1,0,2,0,92,17,0,0,0,0,0,45,0,63,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
928,JEFFERSON251,block,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 07:20 PM,07/26/14 07:25 PM,224,28,21,2,0,5,4,8,37,49,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,2,30,7,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
929,JEFFERSON250,block,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 07:25 PM,07/26/14 07:30 PM,160,15,20,3,0,2,6,18,20,32,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,3,0,10,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
930,JEFFERSON250,block,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 08:05 PM,07/26/14 08:10 PM,36,9,1,0,0,1,1,2,0,8,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
931,JEFFERSON450,block,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 07:35 PM,07/26/14 07:40 PM,170,27,17,0,0,0,0,8,30,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,41,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,
932,JEFFERSON351,block,"351 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 07:45 PM,07/26/14 07:50 PM,93,21,8,0,0,1,2,4,9,25,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,12,0,0,0,0,3,0,0,0,0,1,0,
933,JEFFERSON150,block,"150 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 06:12 PM,07/26/14 06:17 PM,338,35,39,3,0,7,4,14,57,40,0,0,0,22,0,0,0,0,0,2,0,21,15,0,0,0,0,0,29,1,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
934,JEFFERSON151,block,"151 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,07/26/14 07:25 PM,07/26/14 07:30 PM,262,33,28,6,0,1,5,10,45,55,0,0,0,0,0,0,0,3,0,2,0,4,9,0,0,0,0,0,0,0,51,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,
935,VALENCIA550,block,"550 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 08:00 PM,07/30/14 08:05 PM,87,14,16,0,0,3,1,6,12,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,19,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,16,0,0,0,0,23,0,0,0,0,0,0,
936,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 08:20 PM,07/30/14 08:25 PM,92,16,14,0,0,0,2,18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,2,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,9,0,0,0,0,17,0,0,0,1,0,0,
937,VALENCIA650,block,"650 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 08:15 PM,07/30/14 08:20 PM,87,15,15,6,0,2,1,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,6,0,
938,VALENCIA550,block,"550 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 09:00 PM,07/30/14 09:10 PM,85,17,13,0,0,2,1,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,1,19,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,17,0,0,0,0,22,0,0,0,0,0,0,
939,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 09:25 PM,07/30/14 09:35 PM,95,16,14,0,0,0,0,22,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,18,0,0,0,1,0,0,
940,VALENCIA650,block,"650 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 09:20 PM,07/30/14 09:25 PM,78,19,11,0,0,0,0,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,2,0,0,0,0,10,0,0,0,0,5,0,
941,VALENCIA550,block,"550 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 10:00 PM,07/30/14 10:10 PM,83,16,13,2,0,0,3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,12,7,0,0,7,0,0,0,0,20,0,0,0,0,1,0,
942,VALENCIA750,block,"750 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 10:20 PM,07/30/14 10:30 PM,78,14,12,0,0,0,2,12,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,
943,VALENCIA650,block,"650 Valencia St San Francisco, CA 94110",Jason Su,07/30/14 10:15 PM,07/30/14 10:20 PM,69,16,6,1,0,0,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,9,0,0,0,0,5,0,
944,JEFFERSON351,block,"351 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 10:22 AM,08/09/14 10:27 AM,37,5,4,0,0,0,1,0,5,8,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
945,JEFFERSON350,block,"350 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 10:15 AM,08/09/14 10:20 AM,47,7,4,0,0,0,2,0,8,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
946,JEFFERSON450,block,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha ,08/09/14 10:02 AM,08/09/14 10:07 AM,22,3,2,0,0,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
947,JEFFERSON451,block,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha ,08/09/14 10:00 AM,08/09/14 10:05 AM,77,12,7,0,0,0,1,2,8,16,0,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,0,0,0,1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
948,JEFFERSON451,block,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha ,08/09/14 10:00 AM,08/09/14 10:05 AM,77,12,7,0,0,0,1,2,8,16,0,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,0,0,0,1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
949,JEFFERSON150,block,"150 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 11:55 AM,08/09/14 11:59 AM,352,36,35,4,0,5,6,16,41,40,0,0,0,20,0,0,0,2,0,0,0,22,23,0,0,0,0,0,34,3,61,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
950,JEFFERSON151,block,"151 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha ,08/09/14 11:44 AM,08/09/14 11:52 AM,130,14,19,0,0,3,0,6,16,31,0,0,0,0,0,0,0,1,0,1,0,6,8,0,0,0,0,0,0,1,14,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,
951,JEFFERSON251,block,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha ,08/09/14 11:15 AM,08/09/14 11:22 AM,124,11,17,3,0,0,3,8,15,28,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
952,JEFFERSON250,block,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/08/14 11:22 AM,08/08/14 11:27 AM,58,10,5,1,0,0,0,2,10,12,0,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
953,JEFFERSON150,block,"150 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 12:02 PM,08/09/14 12:07 PM,402,45,49,3,0,7,2,12,64,40,0,0,0,25,0,0,0,0,0,0,0,8,13,0,0,0,0,0,52,3,74,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
954,JEFFERSON151,block,"151 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 12:08 PM,08/09/14 12:13 PM,130,17,15,3,0,2,4,6,16,32,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,3,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,
955,JEFFERSON251,block,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 12:30 PM,08/09/14 12:33 PM,87,13,8,0,0,0,2,8,8,20,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
956,JEFFERSON250,block,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 12:45 PM,08/09/14 12:50 PM,321,41,32,2,0,4,3,16,53,66,0,0,0,0,0,0,0,0,0,1,0,13,22,0,0,0,0,0,11,2,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
957,JEFFERSON150,block,"150 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 01:30 PM,08/09/14 01:35 PM,541,65,54,12,0,5,8,16,96,61,0,0,0,14,0,0,0,3,0,1,0,43,35,0,0,0,0,0,54,3,68,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
958,JEFFERSON151,block,"151 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 01:00 PM,08/09/14 01:05 PM,193,20,26,3,0,2,4,6,29,41,0,0,0,0,0,0,0,3,0,2,0,3,16,0,0,0,0,0,2,3,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
959,JEFFERSON251,block,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 01:12 PM,08/09/14 01:17 PM,86,15,5,3,0,0,1,8,8,19,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,2,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
960,JEFFERSON250,block,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 01:34 PM,08/09/14 01:39 PM,219,24,27,0,0,0,7,14,32,34,0,0,0,3,0,0,0,0,0,1,0,6,16,0,0,0,0,0,18,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
961,JEFFERSON150,block,"150 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 03:30 PM,08/09/14 03:37 PM,654,64,72,9,0,11,15,14,118,65,0,0,0,33,0,0,0,4,0,5,0,51,42,0,0,0,0,0,63,1,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
962,JEFFERSON151,block,"151 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 03:37 PM,08/09/14 03:42 PM,259,23,37,2,0,3,2,6,44,58,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,50,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,
963,JEFFERSON250,block,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 03:30 PM,08/09/14 03:35 PM,200,30,18,0,0,1,3,8,33,35,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,4,40,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
964,JEFFERSON251,block,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 03:20 PM,08/09/14 03:25 PM,71,11,6,0,0,0,4,10,0,14,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,10,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
965,JEFFERSON251,block,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,08/09/14 03:20 PM,08/09/14 03:25 PM,71,11,6,0,0,0,4,10,0,14,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,10,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
966,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Fabrizio Prati,05/05/15 03:00 PM,05/05/15 03:15 PM,28,6,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
967,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Fabrizio Prati,05/05/15 04:00 PM,05/05/15 04:15 PM,24,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
968,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Fabrizio Prati,05/05/15 05:00 PM,05/05/15 05:15 PM,30,7,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
969,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Fabrizio Prati,05/05/15 06:00 PM,05/05/15 06:15 PM,67,16,4,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
970,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Colette Dells,05/06/15 03:00 PM,05/06/15 03:15 PM,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The debris is mostly cigarettes.
971,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Colette Dells,05/06/15 05:00 PM,05/06/15 05:15 PM,15,5,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
972,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Gene Stroman,05/07/15 11:00 AM,05/07/15 11:15 AM,58,13,1,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,7,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
973,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Gene Stroman,05/07/15 12:00 PM,05/07/15 12:15 PM,25,6,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
974,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Alison Ecker,05/07/15 01:00 PM,05/07/15 01:15 PM,64,12,7,0,0,2,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,6,1,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
975,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Gene Stroman,05/07/15 02:05 PM,05/07/15 02:20 PM,36,9,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
976,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Colette Dells,05/06/15 06:00 PM,05/06/15 06:15 PM,22,4,2,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
977,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Alison Ecker,05/07/15 03:00 PM,05/07/15 03:15 PM,31,6,3,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
978,ANNIE140,plaza,"140 Annie St San Francisco, CA 94105",Alison Ecker,05/07/15 04:00 PM,05/07/15 04:15 PM,35,4,6,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
