id,name,unitAddress,surveyor ,climate ,temperature,startedAt ,endedAt ,modePedestrian,genderMale ,genderFemale ,age0To14 ,age25To64 ,age15To24 ,age65Plus ,activityRunning ,activityPlaying,activityRollerbladingSkateboarding ,activityConversing ,objectStroller,objectPushcart,notes
1572,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,75,06/18/14 12:10 PM,06/18/14 12:20 PM,34,20,14,0,0,0,0,0,0,0,0,0,0,
1573,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Nicholas Perry,cloudy,63,06/25/14 10:00 PM,06/25/14 10:10 PM,24,12,12,0,2,0,0,0,0,0,0,0,0,
1574,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,78,06/18/14 12:25 PM,06/18/14 12:35 PM,44,22,22,0,3,0,0,1,0,0,0,0,0,
1575,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,78,06/18/14 01:08 PM,06/18/14 01:18 PM,59,31,28,0,2,0,2,1,0,0,1,0,0,
1576,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,78,06/18/14 01:26 PM,06/18/14 01:36 PM,54,27,27,0,5,0,0,0,0,1,0,0,0,
1577,MARKET450,"450 Market St San Francisco, CA 94111",Justin Panganiban,sunny,64,07/08/14 12:07 PM,07/08/14 12:17 PM,298,170,128,0,3,0,6,7,0,2,0,0,0,
1578,MARKET451,"451 Market St San Francisco, CA 94105",Justin Panganiban,sunny,64,07/08/14 12:19 PM,07/08/14 12:29 PM,339,216,123,0,6,0,6,2,0,0,2,0,0,
1579,MARKET450,"450 Market St San Francisco, CA 94111",Justin Panganiban,sunny,64,07/08/14 01:05 PM,07/08/14 01:15 PM,299,165,134,0,3,0,14,3,0,0,1,0,0,
1580,MARKET451,"451 Market St San Francisco, CA 94105",Justin Panganiban,sunny,64,07/08/14 01:18 PM,07/08/14 01:28 PM,259,152,107,0,15,0,2,2,0,0,0,0,0,
1581,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,cloudy,61,07/05/14 10:07 AM,07/05/14 10:18 AM,37,25,12,0,0,0,1,1,0,0,0,0,0,
1582,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,sunny,63,07/08/14 10:29 AM,07/08/14 10:39 AM,24,16,8,0,0,0,0,2,0,1,0,0,0,
1583,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,sunny,64,07/08/14 11:15 AM,07/08/14 11:25 AM,55,31,24,0,0,0,1,0,0,0,0,0,0,
1584,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,sunny,64,07/08/14 11:39 AM,07/08/14 11:49 AM,24,17,7,0,0,0,7,1,0,0,1,0,0,
1585,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,sunny,66,07/08/14 12:22 PM,07/08/14 12:32 PM,78,48,30,0,0,0,1,0,0,1,1,0,0,
1586,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,sunny,66,07/05/14 12:39 PM,07/05/14 12:49 PM,37,17,20,0,0,0,0,0,0,0,0,0,0,
1587,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Charlotte Hummer,sunny,66,07/08/14 01:02 PM,07/08/14 01:12 PM,55,32,23,0,4,0,2,0,0,0,0,0,0,
1588,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Charlotte Hummer,sunny,66,07/08/14 01:21 PM,07/08/14 01:31 PM,47,24,23,0,1,0,2,0,0,0,0,0,0,
1589,MARKET450,"450 Market St San Francisco, CA 94111",Justin Panganiban,sunny,66,07/08/14 05:08 PM,07/08/14 05:18 PM,254,148,106,0,8,0,4,2,0,2,0,0,0,
1590,MARKET451,"451 Market St San Francisco, CA 94105",Justin Panganiban,sunny,66,07/08/14 05:18 PM,07/08/14 05:28 PM,260,143,117,0,1,0,5,4,0,1,0,0,0,
1591,MARKET450,"450 Market St San Francisco, CA 94111",Justin Panganiban,sunny,66,07/08/14 06:08 PM,07/08/14 06:18 PM,318,171,147,0,3,0,0,1,0,0,0,0,0,
1592,MARKET451,"451 Market St San Francisco, CA 94105",Justin Panganiban,sunny,66,07/08/14 06:18 PM,07/08/14 06:28 PM,298,176,122,0,2,0,3,1,0,0,1,0,0,
1593,NORIEGA3850,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,sunny,64,07/09/14 12:03 PM,07/09/14 12:13 PM,11,5,6,0,1,0,1,0,0,0,0,0,0,
1594,NORIEGA3851,"3851 Noriega St San Francisco, CA",Justin Panganiban,sunny,64,07/09/14 12:18 PM,07/09/14 12:28 PM,19,7,12,0,3,0,4,0,0,0,0,0,0,
1595,NORIEGA3850,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,sunny,64,07/09/14 01:02 PM,07/09/14 01:12 PM,9,5,4,0,0,0,0,0,0,0,0,0,0,
1596,NORIEGA3851,"3851 Noriega St San Francisco, CA",Justin Panganiban,sunny,64,07/09/14 01:17 PM,07/09/14 01:27 PM,14,6,8,0,1,0,1,0,0,0,0,0,0,
1597,NORIEGA3850,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,cloudy,61,07/09/14 05:02 PM,07/09/14 05:12 PM,13,5,8,0,3,0,1,2,0,0,0,0,0,
1598,NORIEGA3851,"3851 Noriega St San Francisco, CA",Justin Panganiban,cloudy,61,07/09/14 05:15 PM,07/09/14 05:25 PM,29,20,9,0,1,0,2,0,0,0,0,0,0,
1599,NORIEGA3850,"3850 Noriega St San Francisco, CA 94122",Justin Panganiban,cloudy,61,07/09/14 06:01 PM,07/09/14 06:11 PM,11,7,4,0,3,0,2,0,0,0,0,0,0,
1600,NORIEGA3851,"3851 Noriega St San Francisco, CA",Justin Panganiban,cloudy,61,07/09/14 06:15 PM,07/09/14 06:25 PM,25,14,11,0,1,0,3,0,0,0,1,0,0,
1601,MARKET2351,"2351 Market St San Francisco, CA 94114",Justin Panganiban,cloudy,64,07/12/14 12:02 PM,07/12/14 12:12 PM,114,85,29,0,2,0,8,0,0,0,1,0,0,
1602,MARKET2350,"2350 Market St San Francisco, CA 94114",Justin Panganiban,cloudy,64,07/12/14 12:15 PM,07/12/14 12:25 PM,111,79,32,0,4,0,7,0,0,0,1,0,0,
1603,MARKET2351,"2351 Market St San Francisco, CA 94114",Justin Panganiban,sunny,66,07/12/14 01:07 PM,07/12/14 01:17 PM,138,90,48,0,2,0,13,0,0,0,2,0,0,
1604,MARKET2350,"2350 Market St San Francisco, CA 94114",Justin Panganiban,sunny,66,07/12/14 01:18 PM,07/12/14 01:28 PM,140,105,35,0,2,0,6,0,0,0,0,0,0,
1605,NORIEGA3850,"3850 Noriega St San Francisco, CA 94122",Emily Busch,cloudy,65,07/12/14 12:07 PM,07/12/14 12:17 PM,50,28,22,0,5,0,5,0,0,0,0,0,0,
1606,NORIEGA3850,"3850 Noriega St San Francisco, CA 94122",Emily Busch,cloudy,67,07/12/14 12:38 PM,07/12/14 12:48 PM,56,30,26,0,5,0,3,2,0,0,0,0,0,
1607,VALENCIA550,"550 Valencia St San Francisco, CA 94110",david uniman,sunny,70,06/14/14 02:45 PM,06/14/14 02:55 PM,96,55,41,0,5,0,2,1,0,1,0,0,0,windy
1608,VALENCIA550,"550 Valencia St San Francisco, CA 94110",david uniman,sunny,70,06/14/14 03:05 PM,06/14/14 03:15 PM,117,64,53,0,4,0,0,0,0,0,0,0,0,Shady side of the street. 
1609,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,70,07/12/14 05:00 PM,07/12/14 05:10 PM,95,49,46,0,5,0,0,2,0,0,0,0,0,
1610,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,70,07/12/14 05:26 PM,07/12/14 05:36 PM,139,66,73,0,9,0,1,0,0,0,0,0,0,
1611,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,66,07/12/14 06:00 PM,07/12/14 06:10 PM,112,60,52,0,2,0,4,1,0,1,0,0,0,
1612,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,66,07/12/14 06:26 PM,07/12/14 06:36 PM,162,89,73,0,7,0,4,0,0,2,0,0,0,
1613,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,64,07/12/14 07:00 PM,07/12/14 07:10 PM,129,65,64,0,1,0,6,0,0,0,1,0,0,
1614,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,64,07/12/14 07:25 PM,07/12/14 07:35 PM,129,69,60,0,3,0,3,2,0,0,1,0,0,
1615,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,cloudy,62,07/08/14 09:24 PM,07/08/14 09:34 PM,77,45,32,0,0,0,0,0,0,0,0,0,0,
1616,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,cloudy,62,07/08/14 09:05 PM,07/08/14 09:15 PM,64,41,23,0,0,0,2,0,0,0,0,0,0,
1617,22ND751,751 22nd St,Corina Velazco,sunny,65,07/02/14 01:05 PM,07/02/14 01:10 PM,27,17,10,0,0,0,1,0,0,0,0,0,0,
1618,22ND750,750 22nd St,Corina Velazco,sunny,68,07/02/14 01:25 PM,07/02/14 01:35 PM,23,15,8,0,0,0,1,0,0,0,0,0,0,
1619,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,cloudy,60,07/08/14 10:20 PM,07/08/14 10:30 PM,108,75,33,0,0,0,0,0,0,1,0,0,0,
1620,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,cloudy,62,07/08/14 08:31 PM,07/08/14 08:41 PM,121,74,47,0,1,0,8,1,0,0,0,0,0,
1621,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Amir Hajrasouliha,cloudy,62,07/08/14 08:06 PM,07/08/14 08:16 PM,88,56,32,0,0,0,4,1,0,3,0,0,0,
1622,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,64,06/21/14 06:20 PM,06/21/14 06:30 PM,507,236,271,0,45,0,26,5,0,0,0,0,0,
1623,22ND750,750 22nd St,Corina Velazco,sunny,60,07/02/14 05:05 PM,07/02/14 05:15 PM,17,8,9,0,0,0,0,0,0,0,0,0,0,
1624,22ND751,751 22nd St,Corina Velazco,sunny,62,07/02/14 05:25 PM,07/02/14 05:35 PM,17,9,8,0,2,0,0,0,0,0,0,0,0,
1625,MISSION4750,4750 Mission St,Lale Tiejiao,cloudy,70,07/12/14 12:05 PM,07/12/14 12:15 PM,54,26,28,0,9,0,5,0,0,0,0,0,0,No bicyclists passing by maybe due to the lack of bike lanes.
1626,MISSION4751,4751 Mission St,Lale Tiejiao,cloudy,70,07/12/14 12:25 PM,07/12/14 12:35 PM,29,17,12,0,1,0,5,0,0,0,0,0,0,No bicyclists passing by maybe due to the lack of bike lanes.
1627,MISSION4751,4751 Mission St,Lale Tiejiao,cloudy,70,07/12/14 01:05 PM,07/12/14 01:15 PM,45,24,21,0,1,0,5,0,0,0,0,0,0,No bicyclists passing by maybe due to the lack of bike lanes.
1628,MISSION4750,4750 Mission St,Lale Tiejiao,cloudy,70,07/12/14 01:25 PM,07/12/14 01:35 PM,37,19,18,0,1,0,3,0,0,0,0,0,0,No bicyclists passing by maybe due to the lack of bike lanes.
1629,22ND750,750 22nd St,Corina Velazco,sunny,60,07/02/14 06:05 PM,07/02/14 06:10 PM,15,10,5,0,0,0,2,0,0,0,0,0,0,
1630,22ND751,751 22nd St,Corina Velazco,sunny,60,07/02/14 06:25 PM,07/02/14 06:35 PM,17,10,7,0,0,0,2,0,0,0,0,0,0,
1631,BALBOA3450,"3450 Balboa St San Francisco, CA 94121",Pranjali Deokule,sunny,68,07/12/14 12:12 PM,07/12/14 12:22 PM,46,25,21,0,1,0,1,1,0,1,0,0,0,1 female crossing the street from left to right with a pet.
1632,BALBOA3451,"3451 Balboa St San Francisco, CA 94121",Pranjali Deokule,sunny,68,07/12/14 12:36 PM,07/12/14 12:46 PM,46,25,21,0,6,0,0,1,0,0,1,0,0,
1633,BALBOA3450,"3450 Balboa St San Francisco, CA 94121",Pranjali Deokule,sunny,72,07/12/14 01:38 PM,07/12/14 01:48 PM,51,29,22,0,2,0,0,1,0,0,1,0,0,
1634,BALBOA3451,"3451 Balboa St San Francisco, CA 94121",Pranjali Deokule,sunny,72,07/12/14 01:55 PM,07/12/14 02:05 PM,32,17,15,0,1,0,0,1,0,0,0,0,0,
1635,CALIFORNI2451,"2451 California St San Francisco, CA 94115",Corina Velazco,cloudy,59,07/01/14 06:05 PM,07/01/14 06:15 PM,32,20,12,0,4,0,1,0,0,0,0,0,0,
1636,CALIFORNI2450,"2450 California St San Francisco, CA 94115",Corina Velazco,cloudy,59,07/01/14 06:25 PM,07/01/14 06:35 PM,40,23,17,0,1,0,1,1,0,0,0,0,0,
1637,DIVISADER651,"651 Divisadero St San Francisco, CA 94117",Justin Panganiban,cloudy,72,07/15/14 05:02 PM,07/15/14 05:12 PM,44,26,18,0,0,0,0,2,0,1,0,0,0,
1638,DIVISADER650,"650 Divisadero St San Francisco, CA 94117",Justin Panganiban,cloudy,74,07/15/14 05:16 PM,07/15/14 05:26 PM,39,24,15,0,3,0,1,0,0,0,0,0,0,
1639,DIVISADER651,"651 Divisadero St San Francisco, CA 94117",Justin Panganiban,cloudy,72,07/15/14 06:02 PM,07/15/14 06:12 PM,44,21,23,0,2,0,2,0,0,0,0,0,0,
1640,DIVISADER650,"650 Divisadero St San Francisco, CA 94117",Justin Panganiban,cloudy,72,07/15/14 06:16 PM,07/15/14 06:26 PM,38,22,16,0,1,0,0,0,0,1,0,0,0,
1641,HAIGHT1551,"1551 Haight St San Francisco, CA 94117",Sara Ameri,cloudy,,07/02/14 06:10 PM,07/02/14 06:15 PM,50,24,26,0,1,0,0,0,0,0,0,0,0,
1642,HAIGHT1550,"1550 Haight St San Francisco, CA 94117",Sara Ameri,cloudy,,07/02/14 06:05 PM,07/02/14 06:10 PM,35,19,16,0,3,0,0,0,0,0,0,0,0,
1643,HAIGHT1551,"1551 Haight St San Francisco, CA 94117",Sara Ameri,cloudy,,07/02/14 05:25 PM,07/02/14 05:30 PM,30,16,14,0,2,0,0,0,0,0,0,0,0,
1644,HAIGHT1550,"1550 Haight St San Francisco, CA 94117",Sara Ameri,cloudy,,07/02/14 05:30 PM,07/02/14 05:35 PM,35,21,14,0,3,0,1,0,0,0,0,0,0,
1645,POWELL150,"150 Powell St San Francisco, CA 94102",Tatiana Sierra,sunny,67,07/15/14 12:00 PM,07/15/14 12:10 PM,274,120,154,0,2,0,3,1,0,0,0,0,0,"Was not able to keep track of age, etc"
1646,POWELL151,"151 Powell St San Francisco, CA 94102",Tatiana Sierra,sunny,,07/15/14 12:11 PM,07/15/14 12:21 PM,294,147,147,0,0,0,0,0,0,0,0,0,0,
1647,POWELL150,"150 Powell St San Francisco, CA 94102",Tatiana Sierra,cloudy,72,07/15/14 01:00 PM,07/15/14 01:10 PM,320,128,192,0,0,0,0,0,0,0,0,0,0,
1648,POWELL151,"151 Powell St San Francisco, CA 94102",Tatiana Sierra,sunny,,07/15/14 01:12 PM,07/15/14 01:22 PM,325,176,149,0,0,0,0,0,0,0,0,0,0,
1649,JUDAH4050,"4050 Judah St San Francisco, CA 94122",Corina Velazco,sunny,60,06/25/14 05:05 PM,06/25/14 05:15 PM,30,15,15,0,5,0,2,1,0,0,0,0,0,
1650,JUDAH4051,"4051 Judah St San Francisco, CA 94122",Corina Velazco,sunny,60,06/25/14 05:25 PM,06/25/14 05:35 PM,28,13,15,0,6,0,2,0,0,0,0,0,0,
1651,JUDAH4051,"4051 Judah St San Francisco, CA 94122",Corina Velazco,sunny,60,06/25/14 06:05 PM,06/25/14 06:10 PM,43,24,19,0,1,0,1,0,0,1,0,0,0,
1652,JUDAH4050,"4050 Judah St San Francisco, CA 94122",Corina Velazco,sunny,60,06/25/14 06:25 PM,06/25/14 06:35 PM,25,12,13,0,2,0,3,0,0,2,0,0,0,
1653,22ND750,750 22nd St,Corina Velazco,sunny,60,07/02/14 05:05 PM,07/02/14 05:15 PM,17,8,9,0,0,0,0,0,0,0,0,0,0,
1654,JUDAH4051,"4051 Judah St San Francisco, CA 94122",Corina Velazco,sunny,60,07/02/14 05:25 PM,07/02/14 05:35 PM,17,9,8,0,2,0,0,0,0,0,0,0,0,
1655,22ND751,751 22nd St,Corina Velazco,sunny,60,07/02/14 06:05 PM,07/02/14 06:10 PM,15,10,5,0,0,0,2,0,0,0,0,0,0,
1656,22ND750,750 22nd St,Corina Velazco,sunny,60,07/02/14 06:25 PM,07/02/14 06:35 PM,17,10,7,0,0,0,2,0,0,0,0,0,0,
1657,CALIFORNI2450,"2450 California St San Francisco, CA 94115",Corina Velazco,cloudy,59,07/01/14 05:25 PM,07/01/14 05:35 PM,41,15,26,0,1,0,1,0,0,0,0,0,0,
1658,CALIFORNI2451,"2451 California St San Francisco, CA 94115",Corina Velazco,sunny,59,07/01/14 05:05 PM,07/01/14 05:15 PM,30,10,20,0,5,0,0,0,0,0,0,0,0,
1659,POWELL250,"250 Powell St San Francisco, CA 94102",Fahteen Khan,sunny,68,07/16/14 05:00 PM,07/16/14 05:10 PM,216,98,118,0,28,0,19,0,0,4,1,0,0,"Mostly tourist, who had vague idea regarding the area and hence were not interested in answering survey questions. Lot of professionals also use the place either walking to and fro their work place or to meet someone. "
1660,POWELL251,"251 Powell St San Francisco, CA 94102",Fahteen Khan,sunny,68,07/16/14 05:10 PM,07/16/14 05:20 PM,324,148,176,0,25,0,17,0,0,0,1,0,0,There were two food trolleys that were pushed left to right during that time.
1661,POWELL250,"250 Powell St San Francisco, CA 94102",Fahteen Khan,sunny,68,07/16/14 06:00 PM,07/16/14 06:10 PM,219,103,116,0,23,0,10,0,0,0,0,0,0,
1662,MARKET451,"451 Market St San Francisco, CA 94105",Stella Kim,cloudy,66,07/12/14 12:10 PM,07/12/14 12:20 PM,145,66,79,0,4,0,1,3,0,1,0,0,0,
1663,MARKET450,"450 Market St San Francisco, CA 94111",Stella Kim,sunny,66,07/12/14 12:20 PM,07/12/14 12:30 PM,145,83,62,0,9,0,0,1,0,0,0,0,0,
1664,MARKET450,"450 Market St San Francisco, CA 94111",Stella Kim,sunny,66,07/12/14 12:20 PM,07/12/14 12:30 PM,145,83,62,0,9,0,0,1,0,0,0,0,0,
1665,MARKET451,"451 Market St San Francisco, CA 94105",Stella Kim,sunny,66,07/12/14 01:10 PM,07/12/14 01:20 PM,148,74,74,0,3,0,7,4,0,0,1,0,0,
1666,MARKET450,"450 Market St San Francisco, CA 94111",Stella Kim,sunny,66,07/12/14 01:20 PM,07/12/14 01:30 PM,94,48,46,0,5,0,2,1,0,1,0,0,0,"An organized, police-led Palestine protest followed right after I stopped my count. During this protest, there was a lot of activity on the block, including people-watchers standing/sitting in the plaza."
1667,POWELL251,"251 Powell St San Francisco, CA 94102",Fahteen Khan,sunny,68,07/16/14 06:10 PM,07/16/14 06:20 PM,211,107,104,0,22,0,9,0,0,0,0,0,0,
1668,BALBOA451,"451 Balboa St San Francisco, CA 94118",Justin Panganiban,cloudy,73,07/16/14 05:00 PM,07/16/14 05:10 PM,9,2,7,0,3,0,1,0,0,0,0,0,0,
1669,BALBOA450,"450 Balboa St San Francisco, CA 94118",Justin Panganiban,cloudy,73,07/16/14 05:13 PM,07/16/14 05:23 PM,9,2,7,0,0,0,3,0,0,0,0,0,0,
1670,BALBOA451,"451 Balboa St San Francisco, CA 94118",Justin Panganiban,cloudy,73,07/16/14 06:00 PM,07/16/14 06:10 PM,14,8,6,0,0,0,0,0,0,0,0,0,0,
1671,BALBOA450,"450 Balboa St San Francisco, CA 94118",Justin Panganiban,cloudy,73,07/16/14 06:13 PM,07/16/14 06:23 PM,5,4,1,0,0,0,1,0,0,0,1,0,0,
1672,POWELL250,"250 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,70,07/19/14 12:00 PM,07/19/14 12:10 PM,363,163,200,0,0,0,0,0,0,0,0,0,0,Cannot do special attributes
1673,POWELL251,"251 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,70,07/19/14 12:12 PM,07/19/14 12:22 PM,375,182,193,0,0,0,0,0,0,0,0,0,0,
1674,POWELL250,"250 Powell St San Francisco, CA 94102",Justin Panganiban,sunny,70,07/19/14 01:10 PM,07/19/14 01:20 PM,476,212,264,0,0,0,0,0,0,0,0,0,0,
1675,POWELL251,"251 Powell St San Francisco, CA 94102",Justin Panganiban,,70,07/19/14 01:02 PM,07/19/14 01:12 PM,406,192,214,0,0,0,0,0,0,0,0,0,0,
1676,CORTLAND951,"951 Cortland Ave San Francisco, CA 94110",Corina Velazco,sunny,64,07/19/14 12:05 PM,07/19/14 12:15 PM,16,6,10,0,1,0,0,0,0,0,1,0,0,
1677,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Fiona Cundy,sunny,65,07/15/14 05:23 PM,07/15/14 05:33 PM,60,32,28,0,1,0,5,3,0,1,0,0,0,
1678,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Fiona Cundy,cloudy,62,07/15/14 05:43 PM,07/15/14 05:53 PM,82,47,35,0,4,0,0,0,0,0,0,0,0,
1679,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Fiona Cundy,cloudy,60,07/15/14 06:47 PM,07/15/14 06:57 PM,83,42,41,0,2,0,2,0,0,0,0,0,0,
1680,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Fiona Cundy,cloudy,60,07/15/14 07:02 PM,07/15/14 07:12 PM,84,38,46,0,2,0,1,1,0,0,0,0,0,
1681,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Fiona Cundy,cloudy,60,07/15/14 07:33 PM,07/15/14 07:43 PM,102,62,40,0,1,0,2,1,0,0,2,0,0,
1682,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Fiona Cundy,cloudy,60,07/15/14 07:58 PM,07/15/14 08:08 PM,98,51,47,0,2,0,1,3,0,0,0,0,0,
1683,CORTLAND950,"950 Cortland Ave San Francisco, CA 94110",Corina Velazco,sunny,64,07/19/14 12:25 PM,07/19/14 12:35 PM,12,5,7,0,2,0,1,1,0,0,0,0,0,
1684,CORTLAND951,"951 Cortland Ave San Francisco, CA 94110",Corina Velazco,sunny,65,07/18/14 01:05 PM,07/18/14 01:15 PM,9,4,5,0,0,0,3,0,0,0,0,0,0,
1685,CORTLAND950,"950 Cortland Ave San Francisco, CA 94110",Corina Velazco,sunny,65,07/18/14 01:25 PM,07/18/14 01:35 PM,8,4,4,0,0,0,1,0,0,0,1,0,0,
1686,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,72,07/19/14 05:00 PM,07/19/14 05:10 PM,184,85,99,0,2,0,1,1,0,0,0,0,0,
1687,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,72,07/19/14 05:23 PM,07/19/14 05:33 PM,113,61,52,0,2,0,5,0,0,0,0,0,0,
1688,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,72,07/19/14 06:00 PM,07/19/14 06:10 PM,132,67,65,0,3,0,4,0,0,1,0,0,0,
1689,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,72,07/19/14 06:22 PM,07/19/14 06:33 PM,123,75,48,0,0,0,4,0,0,1,2,0,0,
1690,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,72,07/19/14 07:00 PM,07/19/14 07:10 PM,151,72,79,0,3,0,3,2,0,1,1,0,0,
1691,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Justin Panganiban,sunny,72,07/19/14 07:26 PM,07/19/14 07:36 PM,125,76,49,0,1,0,1,0,0,1,1,0,0,
1692,DIVISADER651,"651 Divisadero St San Francisco, CA 94117",Jason Su,sunny,68,07/19/14 12:00 PM,07/19/14 12:10 PM,114,67,47,0,7,0,3,0,0,0,0,0,0,"many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35many pairs of opposite sex
most poeple are between 12-35"
1693,DIVISADER650,"650 Divisadero St San Francisco, CA 94117",Jason Su,sunny,68,07/19/14 12:20 PM,07/19/14 12:30 PM,40,18,22,0,0,0,3,1,0,0,0,0,0,"Dog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block faceDog walking - 3
Pairs - 7
Jaywalking present
On side of street with only 1 store (Rare Device). Blank facade and Independent Theater takes up most of block face"
1694,DIVISADER651,"651 Divisadero St San Francisco, CA 94117",Jason Su,sunny,72,07/19/14 01:05 PM,07/19/14 01:15 PM,111,61,50,0,2,0,5,0,0,0,0,0,0,"Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2Pairs - 15
Dog walking - 2"
