id,name,unitAddress,surveyor ,climate ,temperature,startedAt ,endedAt ,modePedestrian,genderMale ,genderFemale ,age0To14 ,age25To64 ,age15To24 ,age65Plus ,activityRunning ,activityPlaying,activityRollerbladingSkateboarding ,activityConversing ,objectStroller,objectPushcart,notes
1438,FILBERT2151,"2151 Filbert St San Francisco, CA 94123",Justin Panganiban,sunny,70,06/24/14 05:11 PM,06/24/14 05:21 PM,11,3,8,0,2,0,0,0,0,0,0,0,0,
1439,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 10:40 AM,06/24/14 10:50 AM,12,6,6,0,0,0,3,0,0,0,0,0,0,
1440,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 10:55 AM,06/24/14 11:05 AM,9,4,5,0,0,0,1,0,0,0,0,0,0,
1441,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 11:30 AM,06/24/14 11:40 AM,17,11,6,0,2,0,5,0,0,0,0,0,0,
1442,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 11:45 AM,06/24/14 11:55 AM,19,11,8,0,2,0,2,0,0,0,0,0,0,
1443,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 12:50 PM,06/24/14 01:00 PM,9,5,4,0,0,0,0,0,0,0,0,0,0,
1444,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 12:30 PM,06/24/14 12:40 PM,6,4,2,0,0,0,2,0,0,0,0,0,0,
1445,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 01:20 PM,06/24/14 01:30 PM,14,8,6,0,0,0,4,0,0,0,0,0,0,
1446,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,66,06/24/14 01:40 PM,06/24/14 01:50 PM,12,9,3,0,2,0,3,0,0,0,0,0,0,
1447,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,66,06/24/14 02:45 PM,06/24/14 02:55 PM,6,4,2,0,0,0,1,0,0,0,0,0,0,
1448,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,66,06/24/14 02:25 PM,06/24/14 02:35 PM,11,6,5,0,0,0,4,0,0,0,1,0,0,
1449,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,66,06/24/14 03:35 PM,06/24/14 03:45 PM,14,7,7,0,2,0,3,0,0,0,0,0,0,
1450,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,66,06/24/14 03:15 PM,06/24/14 03:25 PM,8,5,3,0,1,0,1,0,0,0,0,0,0,
1451,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,65,06/24/14 04:05 PM,06/24/14 04:15 PM,10,8,2,0,1,0,2,1,0,1,1,0,0,
1452,LELAND168,"168 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,65,06/24/14 05:25 PM,06/24/14 05:35 PM,6,3,3,0,1,0,1,0,0,0,0,0,0,
1453,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,65,06/24/14 05:45 PM,06/24/14 05:55 PM,9,5,4,0,3,0,1,0,0,0,0,0,0,
1454,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 10:28 AM,06/24/14 10:38 AM,9,5,4,0,2,0,3,0,0,0,0,0,0,
1455,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 10:50 AM,06/24/14 11:00 AM,4,4,0,0,2,0,0,0,0,0,0,0,0,
1456,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 11:15 AM,06/24/14 11:25 AM,8,6,2,0,2,0,0,0,0,0,0,0,0,
1457,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,66,06/24/14 11:37 AM,06/24/14 11:47 AM,6,4,2,0,1,0,0,0,0,0,0,0,0,
1458,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 12:35 PM,06/24/14 12:45 PM,9,8,1,0,6,0,0,0,0,0,0,0,0,
1459,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 12:20 PM,06/24/14 12:30 PM,1,1,0,0,0,0,19,0,0,0,0,0,0,
1460,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 01:00 PM,06/24/14 01:10 PM,6,3,3,0,1,0,1,0,0,0,0,0,0,
1461,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 01:25 PM,06/24/14 01:35 PM,2,1,1,0,0,0,0,0,0,0,0,0,0,
1462,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,68,06/24/14 02:05 PM,06/24/14 02:15 PM,7,7,0,0,2,0,2,1,0,0,0,0,0,
1463,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,68,06/24/14 02:25 PM,06/24/14 02:35 PM,4,1,3,0,0,0,2,0,0,0,0,0,0,
1464,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,68,06/24/14 03:15 PM,06/24/14 03:25 PM,6,3,3,0,1,0,0,0,0,1,0,0,0,
1465,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,65,06/24/14 03:30 PM,06/24/14 03:40 PM,16,11,5,0,5,0,2,0,0,0,0,0,0,
1466,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,65,06/24/14 05:30 PM,06/24/14 05:40 PM,10,3,7,0,0,0,4,0,0,0,0,0,0,
1467,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,65,06/25/14 05:00 PM,06/25/14 05:10 PM,5,2,3,0,0,0,0,0,0,0,0,0,0,
1468,LELAND175,"175 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,cloudy,65,06/25/14 04:15 PM,06/25/14 04:25 PM,17,9,8,0,4,0,0,0,0,0,0,0,0,
1469,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Melissa Ruhl,cloudy,61,06/21/14 03:13 PM,06/21/14 03:24 PM,276,141,135,0,15,0,0,0,0,0,0,0,0,
1470,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Melissa Ruhl,cloudy,62,06/21/14 01:43 PM,06/21/14 01:53 PM,207,100,107,0,26,0,14,0,0,0,0,0,0,
1471,CLEMENT250,"250 Clement St San Francisco, CA 94118",Nikki Diaz,cloudy,60,06/21/14 01:09 PM,06/21/14 01:19 PM,63,30,33,0,3,0,5,0,0,0,0,0,0,
1472,CLEMENT251,"251 Clement St San Francisco, CA 94118",Nikki Diaz,cloudy,60,06/21/14 01:31 PM,06/21/14 01:41 PM,64,34,30,0,0,0,6,0,0,0,0,0,0,
1473,CLEMENT251,"251 Clement St San Francisco, CA 94118",Nikki Diaz,cloudy,60,06/21/14 11:57 AM,06/21/14 12:07 PM,52,24,28,0,4,0,4,0,0,0,0,0,0,
1474,CLEMENT250,"250 Clement St San Francisco, CA 94118",Nikki Diaz,thunder,60,06/21/14 12:20 PM,06/21/14 12:30 PM,47,27,20,0,5,0,1,0,0,0,0,0,0,Cumaica customers/parklet users stay for a short while. Do not stay longer than 10 min.
1475,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Genevieve Munsey,cloudy,63,06/25/14 02:11 PM,06/25/14 02:21 PM,93,45,48,0,6,0,5,0,0,0,0,0,0,
1476,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Genevieve Munsey,cloudy,63,06/25/14 02:30 PM,06/25/14 02:40 PM,57,25,32,0,16,0,0,0,0,0,0,0,0,
1477,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Genevieve Munsey,rainy,63,06/25/14 03:11 PM,06/25/14 03:21 PM,72,33,39,0,6,0,4,0,0,0,1,0,0,
1478,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Genevieve Munsey,cloudy,63,06/25/14 03:29 PM,06/25/14 03:40 PM,63,27,36,0,0,0,2,0,0,0,0,0,0,Jay walkers counted in direction they walked at the curb. 
1479,VALENCIA551,"551 Valencia St San Francisco, CA 94110",Genevieve Munsey,rainy,63,06/25/14 04:07 PM,06/25/14 04:17 PM,79,39,40,0,0,0,4,0,0,0,1,0,0,Bicycle bump out (where I did the cross-section) had a lot of jay-walkers. 
1480,VALENCIA751,"751 Valencia St San Francisco, CA 94110",Genevieve Munsey,cloudy,61,06/25/14 04:26 PM,06/25/14 04:36 PM,51,24,27,0,4,0,4,0,0,3,0,0,0,Lots of bikes traveling up Valencia (on the even side of the street)
1481,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Mahsa Kassai,sunny,64,06/21/14 06:39 PM,06/21/14 06:49 PM,261,131,130,0,21,0,36,0,0,0,0,0,0,
1482,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 10:05 PM,06/21/14 10:15 PM,211,107,104,0,22,0,12,0,0,0,0,0,0,
1483,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 10:15 PM,06/21/14 10:25 PM,93,52,41,0,7,0,8,0,0,0,0,0,0,
1484,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 08:24 PM,06/21/14 08:34 PM,324,164,160,0,34,0,27,0,0,0,0,0,0,
1485,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 08:13 PM,06/21/14 08:23 PM,361,168,193,0,37,0,17,0,0,0,0,0,0,
1486,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 10:40 PM,06/21/14 10:50 PM,39,20,19,0,6,0,2,0,0,0,0,0,0,
1487,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Mahsa Kassai,sunny,64,06/21/14 10:30 PM,06/21/14 10:40 PM,78,45,33,0,3,0,3,0,0,0,0,0,0,
1488,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Mahsa Kassai,sunny,64,06/21/14 08:39 PM,06/21/14 08:49 PM,171,87,84,0,16,0,15,0,0,0,0,0,0,
1489,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 08:50 PM,06/21/14 09:00 PM,82,39,43,0,3,0,10,0,0,0,1,0,0,
1490,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Mahsa Kassai,sunny,64,06/21/14 05:40 PM,06/21/14 05:50 PM,248,111,137,0,47,0,29,0,0,0,2,0,0,
1491,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 05:50 PM,06/21/14 06:00 PM,434,212,222,0,26,0,19,1,0,0,0,0,0,
1492,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 05:15 PM,06/21/14 05:25 PM,485,231,254,0,51,0,21,1,0,0,0,0,0,
1493,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 05:25 PM,06/21/14 05:35 PM,568,269,299,0,45,0,34,1,0,0,0,0,0,
1494,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Mahsa Kassai,sunny,64,06/21/14 06:10 PM,06/21/14 06:20 PM,334,157,177,0,37,0,30,1,0,0,0,0,0,
1495,CLEMENT250,"250 Clement St San Francisco, CA 94118",Corina Velazco,cloudy,59,06/25/14 06:05 PM,06/25/14 06:10 PM,55,29,26,0,2,0,3,0,0,0,0,0,0,
1496,CLEMENT251,"251 Clement St San Francisco, CA 94118",Corina Velazco,cloudy,59,06/25/14 06:25 PM,06/25/14 06:35 PM,26,12,14,0,2,0,0,0,0,0,0,0,0,
1497,CLEMENT250,"250 Clement St San Francisco, CA 94118",Corina Velazco,cloudy,59,06/25/14 06:15 PM,06/25/14 06:20 PM,39,13,26,0,2,0,1,0,0,0,0,0,0,
1498,CLEMENT251,"251 Clement St San Francisco, CA 94118",Corina Velazco,cloudy,59,06/25/14 05:25 PM,06/25/14 05:35 PM,37,13,24,0,5,0,3,0,0,0,0,0,0,
1499,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",John Dennis,sunny,66,06/24/14 06:00 PM,06/24/14 06:10 PM,232,103,129,0,13,0,0,0,0,0,0,0,0,
1500,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",John Dennis,sunny,66,06/24/14 06:15 PM,06/24/14 06:25 PM,244,126,118,0,17,0,4,7,0,0,0,0,0,
1501,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",John Dennis,sunny,68,06/24/14 05:05 PM,06/24/14 05:15 PM,223,105,118,0,10,0,1,3,0,0,0,0,0,
1502,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",John Dennis,sunny,68,06/24/14 05:15 PM,06/24/14 05:25 PM,247,112,135,0,10,0,0,3,0,0,1,0,0,
1503,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",John Dennis,sunny,65,06/24/14 07:00 PM,06/24/14 07:10 PM,203,108,95,0,12,0,2,0,0,0,0,0,0,
1504,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",John Dennis,sunny,65,06/24/14 07:15 PM,06/24/14 07:25 PM,231,125,106,0,16,0,8,11,0,0,0,0,0,
1505,BALBOA450,"450 Balboa St San Francisco, CA 94118",Sara Ameri,cloudy,,06/25/14 06:15 PM,06/25/14 06:20 PM,6,2,4,0,0,0,0,0,0,0,0,0,0,
1506,BALBOA451,"451 Balboa St San Francisco, CA 94118",Sara Ameri,cloudy,,06/25/14 06:20 PM,06/25/14 06:25 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,
1507,BALBOA450,"450 Balboa St San Francisco, CA 94118",Sara Ameri,cloudy,,06/25/14 05:05 PM,06/25/14 05:10 PM,10,3,7,0,0,0,0,0,0,0,0,0,0,
1508,JUDAH4050,"4050 Judah St San Francisco, CA 94122",Miriam Eason,cloudy,55,06/25/14 12:34 PM,06/25/14 12:44 PM,30,9,21,0,1,0,0,0,0,0,2,0,0,
1509,JUDAH4051,"4051 Judah St San Francisco, CA 94122",Miriam Eason,cloudy,55,06/25/14 12:55 PM,06/25/14 01:05 PM,11,6,5,0,0,0,0,0,0,0,0,0,0,
1510,JUDAH4051,"4051 Judah St San Francisco, CA 94122",Miriam Eason,cloudy,55,06/25/14 12:07 PM,06/25/14 12:17 PM,24,14,10,0,1,0,1,1,0,0,0,0,0,
1511,JUDAH4050,"4050 Judah St San Francisco, CA 94122",Miriam Eason,cloudy,55,06/25/14 12:18 PM,06/25/14 12:28 PM,10,8,2,0,0,0,1,0,0,1,0,0,0,
1512,POLK1250,"1250 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,64,07/01/14 12:02 PM,07/01/14 12:12 PM,62,36,26,0,1,0,8,0,0,0,0,0,0,
1513,CALIFORNI2450,"2450 California St San Francisco, CA 94115",Corina Velazco,sunny,59,07/01/14 12:05 PM,07/01/14 12:15 PM,20,6,14,0,1,0,1,1,0,0,1,0,0,
1514,POLK1251,"1251 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,64,07/01/14 12:18 PM,07/01/14 12:28 PM,81,62,19,0,0,0,10,0,0,0,1,0,0,
1515,POLK1250,"1250 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,64,07/01/14 01:02 PM,07/01/14 01:12 PM,62,38,24,0,1,0,10,0,0,0,0,0,0,
1516,CALIFORNI2451,"2451 California St San Francisco, CA 94115",Corina Velazco,sunny,59,07/01/14 12:25 PM,07/01/14 12:35 PM,59,22,37,0,4,0,3,0,0,0,0,0,0,
1517,POLK1251,"1251 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,64,07/01/14 01:23 PM,07/01/14 01:33 PM,47,34,13,0,0,0,8,1,0,0,0,0,0,
1518,CALIFORNI2450,"2450 California St San Francisco, CA 94115",Corina Velazco,sunny,61,07/01/14 01:05 PM,07/01/14 01:15 PM,30,12,18,0,1,0,5,0,0,0,2,0,0,
1519,CALIFORNI2451,"2451 California St San Francisco, CA 94115",Corina Velazco,sunny,61,07/01/14 01:25 PM,07/01/14 01:35 PM,45,16,29,0,1,0,3,0,0,0,0,0,0,
1520,CORTLAND950,"950 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,sunny,75,06/18/14 05:05 PM,06/18/14 05:10 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,No one went by.
1521,YOSEMITE1750,"1750 Yosemite Ave San Francisco, CA 94124",Ariel Feingold-Shaw,sunny,74,06/18/14 05:26 PM,06/18/14 05:31 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,No one went by. 
1522,YOSEMITE1751,"1751 Yosemite Ave San Francisco, CA 94124",Ariel Feingold-Shaw,sunny,75,06/18/14 05:10 PM,06/18/14 05:15 PM,3,2,1,0,0,0,0,0,0,0,0,0,0,
1523,YOSEMITE1751,"1751 Yosemite Ave San Francisco, CA 94124",Ariel Feingold-Shaw,sunny,74,06/18/14 05:31 PM,06/18/14 05:36 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,No one went by.
1524,YOSEMITE1750,"1750 Yosemite Ave San Francisco, CA 94124",Ariel Feingold-Shaw,sunny,74,06/18/14 06:05 PM,06/18/14 06:10 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,No one went by. Most people that did go by were in a car. 
1525,YOSEMITE1750,"1750 Yosemite Ave San Francisco, CA 94124",Ariel Feingold-Shaw,sunny,74,06/18/14 06:21 PM,06/18/14 06:26 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,No one went by. There were cars that went by. 
1526,YOSEMITE1751,"1751 Yosemite Ave San Francisco, CA 94124",Ariel Feingold-Shaw,sunny,74,06/18/14 06:10 PM,06/18/14 06:15 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,Only cars went by.
1527,YOSEMITE1751,"1751 Yosemite Ave San Francisco, CA 94124",Ariel Feingold-Shaw,sunny,74,06/18/14 06:26 PM,06/18/14 06:31 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,Only cars went by.
1528,CORTLAND951,"951 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,sunny,70,06/17/14 05:05 PM,06/17/14 05:10 PM,8,2,6,0,1,0,0,0,0,0,0,0,0,
1529,CORTLAND950,"950 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,sunny,70,06/17/14 05:11 PM,06/17/14 05:16 PM,2,2,0,0,0,0,0,1,0,0,0,0,0,
1530,CORTLAND951,"951 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,cloudy,70,06/17/14 05:30 PM,06/17/14 05:35 PM,7,2,5,0,3,0,1,0,0,0,0,0,0,
1531,CORTLAND950,"950 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,cloudy,70,06/17/14 05:35 PM,06/17/14 05:40 PM,3,3,0,0,0,0,0,1,0,0,0,0,0,
1532,CORTLAND951,"951 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,cloudy,70,06/07/14 06:03 PM,06/07/14 06:08 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,
1533,CORTLAND950,"950 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,cloudy,70,06/17/14 06:08 PM,06/17/14 06:13 PM,9,5,4,0,3,0,0,0,0,0,0,0,0,
1534,CORTLAND951,"951 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,cloudy,70,06/17/14 06:21 PM,06/17/14 06:26 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,
1535,CORTLAND950,"950 Cortland Ave San Francisco, CA 94110",Ariel Feingold-Shaw,cloudy,70,06/17/14 06:26 PM,06/17/14 06:31 PM,1,1,0,0,0,0,0,0,0,0,0,0,0,
1536,DIVISADER651,"651 Divisadero St San Francisco, CA 94117",Hilary Finck,sunny,60,07/01/14 12:05 PM,07/01/14 12:15 PM,47,33,14,0,6,0,6,0,0,1,0,0,0,One person pushing laundry cart was included in the skateboard/rollerblade section
1537,DIVISADER650,"650 Divisadero St San Francisco, CA 94117",Hilary Finck,cloudy,60,07/01/14 12:25 PM,07/01/14 12:35 PM,23,16,7,0,3,0,1,0,0,0,1,0,0,
1538,DIVISADER651,"651 Divisadero St San Francisco, CA 94117",Hilary Finck,sunny,60,07/01/14 01:05 PM,07/01/14 01:15 PM,25,19,6,0,2,0,1,1,0,0,0,0,0,
1539,DIVISADER650,"650 Divisadero St San Francisco, CA 94117",Hilary Finck,sunny,60,07/01/14 01:25 PM,07/01/14 01:35 PM,26,21,5,0,2,0,0,1,0,0,0,0,0,
1540,POLK1250,"1250 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,70,07/01/14 05:02 PM,07/01/14 05:12 PM,72,44,28,0,4,0,6,0,0,1,0,0,0,
1541,POLK1251,"1251 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,70,07/01/14 05:18 PM,07/01/14 05:28 PM,81,56,25,0,0,0,7,6,0,0,0,0,0,
1542,POLK1250,"1250 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,68,07/01/14 06:22 PM,07/01/14 06:32 PM,70,38,32,0,4,0,5,2,0,0,0,0,0,
1543,POLK1251,"1251 Polk Street San Francisco, CA 94109",Justin Panganiban,sunny,68,07/01/14 06:12 PM,07/01/14 06:22 PM,82,48,34,0,1,0,4,3,0,0,0,0,0,
1544,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,58,07/01/14 09:10 PM,07/01/14 09:20 PM,65,33,32,0,2,0,7,3,0,0,0,0,0,
1545,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,58,07/01/14 10:20 PM,07/01/14 10:30 PM,73,42,31,0,12,0,4,0,0,0,0,0,0,
1546,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,58,07/01/14 10:10 PM,07/01/14 10:20 PM,58,27,31,0,8,0,3,1,0,1,0,0,0,
1547,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,58,07/01/14 09:10 PM,07/01/14 09:20 PM,131,70,61,0,15,0,6,0,0,0,0,0,0,
1548,JEFFERSON250,"250 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,60,07/01/14 08:50 PM,07/01/14 09:10 PM,183,91,92,0,24,0,16,2,0,0,0,0,0,
1549,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,60,07/01/14 08:38 PM,07/01/14 08:48 PM,188,92,96,0,24,0,4,1,0,0,0,0,0,
1550,JEFFERSON251,"251 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,66,07/01/14 02:00 PM,07/01/14 02:10 PM,221,98,123,0,21,0,32,1,0,0,0,0,0,
1551,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha,sunny,66,07/01/14 02:10 PM,07/01/14 02:20 PM,157,62,95,0,20,0,19,0,0,0,0,0,0,
1552,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Amir Hajrasouliha,sunny,65,07/01/14 04:10 PM,07/01/14 04:15 PM,256,114,142,0,34,0,16,0,0,0,0,0,0,
1553,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Amir Hajrasouliha,sunny,65,07/01/14 04:00 PM,07/01/14 04:10 PM,177,77,100,0,24,0,21,0,0,0,0,0,0,
1554,LELAND25,"25 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,64,06/25/14 04:30 PM,06/25/14 04:40 PM,3,0,3,0,1,0,0,0,0,0,0,0,0,
1555,LELAND50,"50 Leland Ave San Francisco, CA 94134",Amir Hajrasouliha,sunny,64,06/25/14 04:40 PM,06/25/14 04:50 PM,15,7,8,0,1,0,1,0,0,0,0,0,0,
1556,MARKET2351,"2351 Market St San Francisco, CA 94114",Justin Panganiban,sunny,64,07/02/14 12:05 PM,07/02/14 12:15 PM,81,55,26,0,2,0,13,0,0,0,1,0,0,
1557,MARKET2350,"2350 Market St San Francisco, CA 94114",Justin Panganiban,sunny,64,07/02/14 12:17 PM,07/02/14 12:27 PM,71,54,17,0,0,0,14,0,0,0,0,0,0,
1558,MARKET2351,"2351 Market St San Francisco, CA 94114",Justin Panganiban,sunny,66,07/02/14 01:06 PM,07/02/14 01:16 PM,98,80,18,0,3,0,14,0,0,0,0,0,0,
1559,MARKET2350,"2350 Market St San Francisco, CA 94114",Justin Panganiban,sunny,66,07/02/14 01:17 PM,07/02/14 01:27 PM,60,46,14,0,0,0,3,0,0,0,0,0,0,
1560,MARKET2351,"2351 Market St San Francisco, CA 94114",Justin Panganiban,cloudy,65,07/02/14 05:05 PM,07/02/14 05:15 PM,79,56,23,0,1,0,10,1,0,0,0,0,0,
1561,MARKET2350,"2350 Market St San Francisco, CA 94114",Justin Panganiban,cloudy,65,07/02/14 05:15 PM,07/02/14 05:25 PM,116,76,40,0,3,0,9,1,0,1,1,0,0,
1562,MARKET2351,"2351 Market St San Francisco, CA 94114",Justin Panganiban,cloudy,64,07/02/14 06:03 PM,07/02/14 06:13 PM,76,54,22,0,2,0,6,0,0,0,1,0,0,
1563,MARKET2350,"2350 Market St San Francisco, CA 94114",Justin Panganiban,cloudy,64,07/02/14 06:13 PM,07/02/14 06:23 PM,125,84,41,0,2,0,12,0,0,0,1,0,0,
1564,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Nicholas Perry,foggy,63,06/25/14 08:00 PM,06/25/14 08:20 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,Too many people at this hour to conduct an accurate count using this survey tool. Let's chat with Neil. 
1565,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Nicholas Perry,foggy,63,06/25/14 09:15 PM,06/25/14 09:25 PM,67,38,29,0,3,0,1,0,0,2,0,0,0,
1566,JEFFERSON450,"450 Jefferson St San Francisco, CA 94133",Nicholas Perry,foggy,63,06/25/14 09:00 PM,06/25/14 09:10 PM,46,31,15,0,5,0,2,1,0,2,0,0,0,
1567,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,70,06/18/14 10:05 AM,06/18/14 10:15 AM,20,15,5,0,0,0,2,0,0,0,1,0,0,
1568,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,70,06/18/14 10:20 AM,06/18/14 10:30 AM,23,12,11,0,0,0,0,1,0,0,0,0,0,
1569,VALENCIA550,"550 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,75,06/18/14 11:05 AM,06/18/14 11:15 AM,26,10,16,0,0,0,0,0,0,0,0,0,0,
1570,VALENCIA750,"750 Valencia St San Francisco, CA 94110",Megan Calpin,sunny,75,06/18/14 11:20 AM,06/18/14 11:30 AM,34,16,18,0,4,0,0,1,0,0,0,0,0,
1571,JEFFERSON451,"451 Jefferson St San Francisco, CA 94109",Nicholas Perry,foggy,63,06/25/14 10:10 PM,06/25/14 10:20 PM,35,22,13,0,2,0,1,0,0,0,0,0,0,"foggy, misty, breezy. "
