id,name,notes,location,startedAt,endedAt,modePedestrian
SFMove300,Grove at Civic Center Plaza (south side),"4Dii  8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 1S 12PM-2PM: 0W, 0S 3PM: 0W, 3S NOTE: Data from 4-8PM may be off due to surveyor error. No data at all for 4PM. 0W, 0S recorded 4PM-8PM","-122.417414188385, 37.7785251459678",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove301,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",06/07/17 08:00 AM,06/07/17 08:10 AM,1
SFMove302,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",09/22/17 07:00 PM,09/22/17 07:10 PM,1
SFMove303,Grove at Civic Center Plaza (south side),"4Dii; 8am-11am: 0W, 0S; 12pm-3pm: 0W, 0S; 4pm-7pm: 0W, 0S (dreamstate concert goers)","-122.417414188385, 37.7785251459678",05/27/17 07:00 PM,05/27/17 07:10 PM,1
SFMove304,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",06/07/17 02:00 PM,06/07/17 02:10 PM,1
SFMove305,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",06/07/17 09:00 AM,06/07/17 09:10 AM,1
SFMove306,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",06/07/17 11:00 AM,06/07/17 11:10 AM,1
SFMove307,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",06/07/17 03:00 PM,06/07/17 03:10 PM,1
SFMove308,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",06/07/16 04:00 PM,06/07/16 04:10 PM,1
SFMove309,Grove at Civic Center Plaza (south side),"4Dii; 8 am: 2S; 9am: 1W; 11am: 2S;  4PM:-6PM: 0W, 0S; 7PM: 2W, 0S","-122.417414188385, 37.7785251459678",06/07/17 01:00 PM,06/07/17 01:10 PM,1
SFMove310,Grove at Civic Center Plaza (south side),"4Dii; 8am-11am: 0W, 0S; 12pm-3pm: 0W, 0S; 4pm-7pm: 0W, 0S (dreamstate concert goers)","-122.417414188385, 37.7785251459678",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove311,Larkin at Grove,"1-2: 1S 4PM: 0W, 1S; 5PM: 0W, 0S; 6PM: 1W, 0S; 7PM: 1W, 0S","-122.416521012783, 37.7784244470171",09/22/17 07:00 PM,09/22/17 07:10 PM,1
SFMove312,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 04:00 PM,05/25/17 04:10 PM,1
SFMove313,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove314,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove315,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove316,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 08:00 AM,05/25/17 08:10 AM,1
SFMove317,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove318,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",06/07/17 05:00 PM,06/07/17 05:10 PM,1
SFMove319,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",06/07/17 02:00 PM,06/07/17 02:10 PM,1
SFMove320,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",06/07/16 04:00 PM,06/07/16 04:10 PM,1
SFMove321,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",06/07/17 06:00 PM,06/07/17 06:10 PM,1
SFMove322,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",09/22/17 07:00 PM,09/22/17 07:10 PM,1
SFMove323,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",06/07/17 09:00 AM,06/07/17 09:10 AM,1
SFMove324,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",06/07/17 01:00 PM,06/07/17 01:10 PM,1
SFMove325,Civic Center crossing at Fulton Street,"8AM: 1W, 0S mostly commuters/workers 9AM: 0W, 0S much more tourists vs. hour one 10AM: 0W, 0S 11AM 0W, 0S calmer traffic on larkin, more folks crossing w/o ped signal 12PM: 2W, 1S 1PM: 0W, OS 2PM 0W, 0S 3PM: 0W, 0S 4PM: 0W, 0S 5PM 0W, 0S 6PM: 0W, 0S 7PM: 0W, 0s","-122.41684153676, 37.7795787666528",05/25/17 08:00 AM,05/25/17 08:10 AM,1
SFMove326,Civic Center crossing at Fulton Street,"8AM: 1W, 0S mostly commuters/workers 9AM: 0W, 0S much more tourists vs. hour one 10AM: 0W, 0S 11AM 0W, 0S calmer traffic on larkin, more folks crossing w/o ped signal 12PM: 2W, 1S 1PM: 0W, OS 2PM 0W, 0S 3PM: 0W, 0S 4PM: 0W, 0S 5PM 0W, 0S 6PM: 0W, 0S 7PM: 0W, 0s","-122.41684153676, 37.7795787666528",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove327,Civic Center crossing at Fulton Street,"8AM: 1W, 0S mostly commuters/workers 9AM: 0W, 0S much more tourists vs. hour one 10AM: 0W, 0S 11AM 0W, 0S calmer traffic on larkin, more folks crossing w/o ped signal 12PM: 2W, 1S 1PM: 0W, OS 2PM 0W, 0S 3PM: 0W, 0S 4PM: 0W, 0S 5PM 0W, 0S 6PM: 0W, 0S 7PM: 0W, 0s","-122.41684153676, 37.7795787666528",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove328,Civic Center crossing at Fulton Street,"8AM: 1W, 0S mostly commuters/workers 9AM: 0W, 0S much more tourists vs. hour one 10AM: 0W, 0S 11AM 0W, 0S calmer traffic on larkin, more folks crossing w/o ped signal 12PM: 2W, 1S 1PM: 0W, OS 2PM 0W, 0S 3PM: 0W, 0S 4PM: 0W, 0S 5PM 0W, 0S 6PM: 0W, 0S 7PM: 0W, 0s","-122.41684153676, 37.7795787666528",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove329,Grove at Civic Center Plaza (north side),"4Di. 8-12 Grove closed off to cars; 12-1: 2W, 3S; 1-2: 1S; 4PM-8PM: 0W, 0S","-122.417451068758, 37.7786761941644",06/07/17 03:00 PM,06/07/17 03:10 PM,1
SFMove330,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",09/22/17 07:00 PM,09/22/17 07:10 PM,1
SFMove331,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",06/07/17 06:00 PM,06/07/17 06:10 PM,1
SFMove332,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",06/07/17 02:00 PM,06/07/17 02:10 PM,1
SFMove333,Civic Center crossing at Fulton Street,"8AM: 1W, 0S mostly commuters/workers 9AM: 0W, 0S much more tourists vs. hour one 10AM: 0W, 0S 11AM 0W, 0S calmer traffic on larkin, more folks crossing w/o ped signal 12PM: 2W, 1S 1PM: 0W, OS 2PM 0W, 0S 3PM: 0W, 0S 4PM: 0W, 0S 5PM 0W, 0S 6PM: 0W, 0S 7PM: 0W, 0s","-122.41684153676, 37.7795787666528",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove334,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",06/07/17 08:00 AM,06/07/17 08:10 AM,1
SFMove335,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",06/07/17 05:00 PM,06/07/17 05:10 PM,1
SFMove336,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",06/07/17 01:00 PM,06/07/17 01:10 PM,1
SFMove337,Civic Center crossing at Fulton Street,1 wheelchair at 1200 hrs; 1 wheelchair at 1400 hrs; 1 wheelchair at 1500 hrs; 1 stroller at 1700; 1 wheelchair and 1 stroller at 1900  ,"-122.41684153676, 37.7795787666528",06/10/17 12:00 PM,06/10/17 12:10 PM,1
SFMove338,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove339,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove340,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 08:00 AM,05/25/17 08:10 AM,1
SFMove341,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 01:00 PM,05/25/17 01:10 PM,1
SFMove342,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove343,Larkin at McAllister,"10am: 1W; 11am: 1S; 12-1: 2W,1S; 1-2: 1W,1S, 2 pets; 2-3: 1W,1S,6 pets; 3-4:4 pets; 4PM: 1W, 0S; 5PM: 0W, 0S; 6PM: 2W, 0S; 7PM: 0W, 1S","-122.417022585868, 37.7807224693973",06/07/16 04:00 PM,06/07/16 04:10 PM,1
SFMove344,Larkin at McAllister,"10am: 1W; 11am: 1S; 12-1: 2W,1S; 1-2: 1W,1S, 2 pets; 2-3: 1W,1S,6 pets; 3-4:4 pets; 4PM: 1W, 0S; 5PM: 0W, 0S; 6PM: 2W, 0S; 7PM: 0W, 1S","-122.417022585868, 37.7807224693973",06/07/17 06:00 PM,06/07/17 06:10 PM,1
SFMove345,Larkin at McAllister,"10am: 1W; 11am: 1S; 12-1: 2W,1S; 1-2: 1W,1S, 2 pets; 2-3: 1W,1S,6 pets; 3-4:4 pets; 4PM: 1W, 0S; 5PM: 0W, 0S; 6PM: 2W, 0S; 7PM: 0W, 1S","-122.417022585868, 37.7807224693973",06/07/17 05:00 PM,06/07/17 05:10 PM,1
SFMove346,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 05:00 PM,05/25/17 05:10 PM,1
SFMove347,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove348,Larkin at McAllister,"10am: 1W; 11am: 1S; 12-1: 2W,1S; 1-2: 1W,1S, 2 pets; 2-3: 1W,1S,6 pets; 3-4:4 pets; 4PM: 1W, 0S; 5PM: 0W, 0S; 6PM: 2W, 0S; 7PM: 0W, 1S","-122.417022585868, 37.7807224693973",06/07/17 02:00 PM,06/07/17 02:10 PM,1
SFMove349,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 12:00 PM,05/25/17 12:10 PM,1
SFMove350,Larkin at McAllister,"8AM: 0W, 0S 9AM: 1W, 0S So many people w/ Philz + getting off bus @ Larkin/Golden Gate 10AM: 0W, 0S 11AM: 0W, 2S 12PM: 0W, 0S 1PM: 1W, 1S 2PM: 3W, 1S  3PM: 6W, 0S 4PM: 1W, 1S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.417022585868, 37.7807224693973",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove351,Larkin at McAllister,"10am: 1W; 11am: 1S; 12-1: 2W,1S; 1-2: 1W,1S, 2 pets; 2-3: 1W,1S,6 pets; 3-4:4 pets; 4PM: 1W, 0S; 5PM: 0W, 0S; 6PM: 2W, 0S; 7PM: 0W, 1S","-122.417022585868, 37.7807224693973",06/07/17 03:00 PM,06/07/17 03:10 PM,1
SFMove352,Larkin at McAllister,"10am: 1W; 11am: 1S; 12-1: 2W,1S; 1-2: 1W,1S, 2 pets; 2-3: 1W,1S,6 pets; 3-4:4 pets; 4PM: 1W, 0S; 5PM: 0W, 0S; 6PM: 2W, 0S; 7PM: 0W, 1S","-122.417022585868, 37.7807224693973",06/07/17 12:00 PM,06/07/17 12:10 PM,1
SFMove353,Larkin at McAllister,"8-9am: 0W, 0S; 10am: 0W, 1S; 11am: 0W, 0S; 12pm: 0W, 1S; 2pm: cyclist left blank; 3 pm: 1W, 1S (pattern: ppl waiting @ light on east side of larkin b/c the light is so long, walking into middle of intersection to view city hall)","-122.417022585868, 37.7807224693973",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove354,UN Plaza Street,"8am: W & S not recorded due to volune; 9am: 2W, 5S; 10am: 2W, 7S; 11am: 1W, 16S; 12-1:4w,5s; 1-2:4w,2s; 2-3:4w,9s; 3-4:1w,1s; 4PM: 2W, 0S; 5PM: 3W, 3S; 6PM: 3W, 0S; 7PM: 2W, 2S","-122.414434254169, 37.7798946380547",06/07/17 05:00 PM,06/07/17 05:10 PM,1
SFMove355,McAllister at Hyde,"8AM-12PM: No Wheelchairs or Strollers. 8AM-12PM: 0S, 0W One cyclist was electric skateboard, One ped was skateboarder on sidewalk. 12PM: 0W, 1S 1PM 0W, 0S 2PM: 2W, 0S 3PM 0W, 2S 4PM 0W, 1S DATA ENTRY NOTE: 180 cyclists noted, but this must be an error. Left blank. 5PM: 0W 0S 6PM: 1W, 0S 7PM: 0W, 0S ","-122.416398972272, 37.780589974575",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove356,McAllister at Hyde,"8AM-12PM: No Wheelchairs or Strollers. 8AM-12PM: 0S, 0W One cyclist was electric skateboard, One ped was skateboarder on sidewalk. 12PM: 0W, 1S 1PM 0W, 0S 2PM: 2W, 0S 3PM 0W, 2S 4PM 0W, 1S DATA ENTRY NOTE: 180 cyclists noted, but this must be an error. Left blank. 5PM: 0W 0S 6PM: 1W, 0S 7PM: 0W, 0S ","-122.416398972272, 37.780589974575",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove357,McAllister at Hyde,"8AM-12PM: No Wheelchairs or Strollers. 8AM-12PM: 0S, 0W One cyclist was electric skateboard, One ped was skateboarder on sidewalk. 12PM: 0W, 1S 1PM 0W, 0S 2PM: 2W, 0S 3PM 0W, 2S 4PM 0W, 1S DATA ENTRY NOTE: 180 cyclists noted, but this must be an error. Left blank. 5PM: 0W 0S 6PM: 1W, 0S 7PM: 0W, 0S ","-122.416398972272, 37.780589974575",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove358,McAllister at Hyde,"8AM-12PM: No Wheelchairs or Strollers. 8AM-12PM: 0S, 0W One cyclist was electric skateboard, One ped was skateboarder on sidewalk. 12PM: 0W, 1S 1PM 0W, 0S 2PM: 2W, 0S 3PM 0W, 2S 4PM 0W, 1S DATA ENTRY NOTE: 180 cyclists noted, but this must be an error. Left blank. 5PM: 0W 0S 6PM: 1W, 0S 7PM: 0W, 0S ","-122.416398972272, 37.780589974575",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove359,McAllister at Hyde,"8AM-12PM: No Wheelchairs or Strollers. 8AM-12PM: 0S, 0W One cyclist was electric skateboard, One ped was skateboarder on sidewalk. 12PM: 0W, 1S 1PM 0W, 0S 2PM: 2W, 0S 3PM 0W, 2S 4PM 0W, 1S DATA ENTRY NOTE: 180 cyclists noted, but this must be an error. Left blank. 5PM: 0W 0S 6PM: 1W, 0S 7PM: 0W, 0S ","-122.416398972272, 37.780589974575",05/25/17 05:00 PM,05/25/17 05:10 PM,1
SFMove360,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/16 04:00 PM,06/07/16 04:10 PM,1
SFMove361,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/17 03:00 PM,06/07/17 03:10 PM,1
SFMove362,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/17 05:00 PM,06/07/17 05:10 PM,1
SFMove363,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",09/22/17 07:00 PM,09/22/17 07:10 PM,1
SFMove364,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/17 06:00 PM,06/07/17 06:10 PM,1
SFMove365,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/17 08:00 AM,06/07/17 08:10 AM,1
SFMove366,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/17 12:00 PM,06/07/17 12:10 PM,1
SFMove367,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/17 02:00 PM,06/07/17 02:10 PM,1
SFMove368,McAllister at Hyde,"8-11am: 0W, 0S (10 ppl in 1 swoop from bus stop drop; most ped traffic on the north sidewalk); 12pm: 2 skateboards; 1pm: 1W, 0S; 3pm: 0W, 1S","-122.416398972272, 37.780589974575",05/27/17 04:00 PM,05/27/17 04:10 PM,1
SFMove369,Fulton at Pioneer Plaza,"8AM: 0W, 0S 9AM: 1W, 0S 10AM: 0W, 2S 11AM: 0W, 1S 12PM: 1W, 0S  1PM: 0W, 2S, 2PM, 0W, 0S, 3PM: 0W, 2S","-122.416244745254, 37.7796519047808",05/25/17 03:00 PM,05/25/17 03:10 PM,1
SFMove370,Fulton at Pioneer Plaza,"8AM: 0W, 0S 9AM: 1W, 0S 10AM: 0W, 2S 11AM: 0W, 1S 12PM: 1W, 0S  1PM: 0W, 2S, 2PM, 0W, 0S, 3PM: 0W, 2S","-122.416244745254, 37.7796519047808",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove371,Fulton at Pioneer Plaza,"8AM: 0W, 0S 9AM: 1W, 0S 10AM: 0W, 2S 11AM: 0W, 1S 12PM: 1W, 0S  1PM: 0W, 2S, 2PM, 0W, 0S, 3PM: 0W, 2S","-122.416244745254, 37.7796519047808",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove372,Fulton at Pioneer Plaza,"8AM: 0W, 0S 9AM: 1W, 0S 10AM: 0W, 2S 11AM: 0W, 1S 12PM: 1W, 0S  1PM: 0W, 2S, 2PM, 0W, 0S, 3PM: 0W, 2S","-122.416244745254, 37.7796519047808",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove373,McAllister at Hyde,"10am: 1S; 11am: 1S; 12-1: 1W,2S; 1-2: 1 pet; 2-3: 3S,1 pet; 3-4:1 pet; 4PM-8PM: 0W, 0S","-122.416398972272, 37.780589974575",06/07/17 11:00 AM,06/07/17 11:10 AM,1
SFMove374,Fulton at Pioneer Plaza,"8am: 1S; 9am:1S (tourists standing at Fulton St., no tour buses yet); 10am: 1W; 11am:1W, 1S; 1-2: 2S; 2-3:3S; 4PM: 0W, 0S; 5PM: 2W, 0S 6PM: 0W, 0S; 7PM: 1W, 0s","-122.416244745254, 37.7796519047808",06/07/17 05:00 PM,06/07/17 05:10 PM,1
