id,name,notes,location,startedAt,endedAt,modePedestrian
SFMove597,Grove at Hyde,"8-9am: 0W, 0S; 10am: 0W, 3S; 11am: 2W, 2S; 12pm: 3W, 2S; 1pm: 2W, 2S; 2pm: 3W, 0S; 3pm: 0W, 1S; 4pm: 0W 2S; 5pm: 1W 0S; 6-7pm: 0W 0S (3 skaters; musica at the burger king is nice but a little creepy given the contest, too loud for skaters; ravers, addicts, sellers, psychos, families @ the theater)","-122.416036874055, 37.778744563186",05/27/17 08:00 AM,05/27/17 08:10 AM,1
SFMove598,Grove at Civic Center Plaza (south side),"4Dii  8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 1S 12PM-2PM: 0W, 0S 3PM: 0W, 3S NOTE: Data from 4-8PM may be off due to surveyor error. No data at all for 4PM. 0W, 0S recorded 4PM-8PM","-122.417414188385, 37.7785251459678",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove599,Grove at Civic Center Plaza (south side),"4Dii  8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 1S 12PM-2PM: 0W, 0S 3PM: 0W, 3S NOTE: Data from 4-8PM may be off due to surveyor error. No data at all for 4PM. 0W, 0S recorded 4PM-8PM","-122.417414188385, 37.7785251459678",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove600,Grove at Civic Center Plaza (south side),"4Dii  8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 1S 12PM-2PM: 0W, 0S 3PM: 0W, 3S NOTE: Data from 4-8PM may be off due to surveyor error. No data at all for 4PM. 0W, 0S recorded 4PM-8PM","-122.417414188385, 37.7785251459678",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove601,Polk at Mcallister,"8am: 1WC, 3S;11am: 1S; 1-2: 1 skate; 2-3: 1 skate; 4PM: 0W, 0S; 5PM: 0W, 2S 6-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",06/07/17 09:00 AM,06/07/17 09:10 AM,1
SFMove602,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove603,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 01:00 PM,05/25/17 01:10 PM,1
SFMove604,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 03:00 PM,05/25/17 03:10 PM,1
SFMove605,Grove at Civic Center Plaza (north side),"4Di: 8AM: 0W, 0S 9AM: 0W, 0S 10AM: 1W, 0S 11AM: 0W, 0S, 12PM-4PM: 0W, 0S NOTE: Data from 4-8PM may be off due to surveyor error. 4PM: 0W, 0S 5PM: 1W, 0S 6PM: OW, 1S 7PM: 0W, 0S. Uptick in peds may be due to concert at BGCA that evening","-122.417451068758, 37.7786761941644",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove606,Mcallister at Civic Center Plaza (north side),"3Bi. 8AM-12PM: 0W, 0S 12-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 1W, 0S, 5 Jaywalkers 5PM-8PM: 0W, 0S","-122.417782992124, 37.7804617195072",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove607,Mcallister at Civic Center Plaza (north side),"3Bi. 8AM-12PM: 0W, 0S 12-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 1W, 0S, 5 Jaywalkers 5PM-8PM: 0W, 0S","-122.417782992124, 37.7804617195072",05/25/17 12:00 PM,05/25/17 12:10 PM,1
SFMove608,Mcallister at Civic Center Plaza (north side),"3Bi. 8AM-12PM: 0W, 0S 12-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 1W, 0S, 5 Jaywalkers 5PM-8PM: 0W, 0S","-122.417782992124, 37.7804617195072",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove609,Polk at Mcallister,"10AM: 1S; 11AM; 1S; 1PM: 1S, 2PM: 1S; 4pm-8pm: 0/0","-122.418643981218, 37.7804935183439",05/27/17 01:00 PM,05/27/17 01:10 PM,1
SFMove610,Polk at Mcallister,"8AM: 1W, 2S 9AM-12PM: 0W, 0S 12PM: 4W, 2S 1PM: 0W, 8S 2PM: 6W, 12S 3PM: 0W, 3S 4PM: 13 Bikes on SW 0W, 0S 5PM: 1W, 5S, 1 bike on SW 6PM-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove611,Polk at Mcallister,"8AM: 1W, 2S 9AM-12PM: 0W, 0S 12PM: 4W, 2S 1PM: 0W, 8S 2PM: 6W, 12S 3PM: 0W, 3S 4PM: 13 Bikes on SW 0W, 0S 5PM: 1W, 5S, 1 bike on SW 6PM-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove612,UN Plaza Street,"8am: W & S not recorded due to volune; 9am: 2W, 5S; 10am: 2W, 7S; 11am: 1W, 16S; 12-1:4w,5s; 1-2:4w,2s; 2-3:4w,9s; 3-4:1w,1s; 4PM: 2W, 0S; 5PM: 3W, 3S; 6PM: 3W, 0S; 7PM: 2W, 2S","-122.414434254169, 37.7798946380547",06/07/17 08:00 AM,06/07/17 08:10 AM,1
SFMove613,Polk at Mcallister,"8AM: 1W, 2S 9AM-12PM: 0W, 0S 12PM: 4W, 2S 1PM: 0W, 8S 2PM: 6W, 12S 3PM: 0W, 3S 4PM: 13 Bikes on SW 0W, 0S 5PM: 1W, 5S, 1 bike on SW 6PM-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove614,Polk at Mcallister,"8AM: 1W, 2S 9AM-12PM: 0W, 0S 12PM: 4W, 2S 1PM: 0W, 8S 2PM: 6W, 12S 3PM: 0W, 3S 4PM: 13 Bikes on SW 0W, 0S 5PM: 1W, 5S, 1 bike on SW 6PM-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove615,Mcallister at Civic Center Plaza (south side),"3Bii 8AM-12PM: 0W, 0S 12PM-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 0W, 0S 5PM: 0W, 0S 6PM: 1W, 0S, 1 Bicyclist on SW 7PM: 0W, 0S","-122.417773604393, 37.7803313442379",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove616,Mcallister at Civic Center Plaza (south side),"3Bii 8AM-12PM: 0W, 0S 12PM-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 0W, 0S 5PM: 0W, 0S 6PM: 1W, 0S, 1 Bicyclist on SW 7PM: 0W, 0S","-122.417773604393, 37.7803313442379",05/25/17 03:00 PM,05/25/17 03:10 PM,1
SFMove617,Mcallister at Civic Center Plaza (south side),"3Bii 8AM-12PM: 0W, 0S 12PM-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 0W, 0S 5PM: 0W, 0S 6PM: 1W, 0S, 1 Bicyclist on SW 7PM: 0W, 0S","-122.417773604393, 37.7803313442379",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove618,Mcallister at Civic Center Plaza (south side),"3Bii 8AM-12PM: 0W, 0S 12PM-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 0W, 0S 5PM: 0W, 0S 6PM: 1W, 0S, 1 Bicyclist on SW 7PM: 0W, 0S","-122.417773604393, 37.7803313442379",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove619,Mcallister at Civic Center Plaza (north side),"3Bi. 8AM-12PM: 0W, 0S 12-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 1W, 0S, 5 Jaywalkers 5PM-8PM: 0W, 0S","-122.417782992124, 37.7804617195072",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove620,Van Ness at Grove,"10AM: one bike on sidewalk; 11AM: 1S, one bike on sidewalk; 12PM: 1S, 1PM; 1W, 1 bike on sidewalk 2PM: 1 bike on sidewalk 3PM: grad ceremony; 4PM 1S; 7PM: 1W","-122.419859021902, 37.7778849101824",05/27/17 05:00 PM,05/27/17 05:10 PM,1
SFMove621,Leavenworth at UN Plaza,12PM: 1W; 2PM: 2W; 4-5pm: 0W 0S; 6pm: 1W 0S; 7pm: 1W 0S,"-122.413652390241, 37.7805592358459",05/27/17 12:00 PM,05/27/17 12:10 PM,1
SFMove622,Mcallister at Civic Center Plaza (north side),"3Bi. 8AM-12PM: 0W, 0S 12-4PM: Counts were not seperated between sides of street. Data not entered. 4PM: 1W, 0S, 5 Jaywalkers 5PM-8PM: 0W, 0S","-122.417782992124, 37.7804617195072",05/25/17 01:00 PM,05/25/17 01:10 PM,1
SFMove623,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",06/07/17 10:00 AM,06/07/17 10:10 AM,1
SFMove624,Grove at Van Ness,"8AM: 0W, 0S 90-95% of ped traffic on symphony side of Grove. 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 0S 12PM: 0W, 0S, Event at Davies let Out. 1PM: 0W, 0S 2PM: 0W, 1S 2PM: 0W, 1S 4PM: 2W, 2S 5PM: 0W, 2S 6PM: 0W, 1S 4PM: 0W, 0S 120-30 appeared to be going to Davies Symphony Hall. Did not observe Davies traffic between 4-7. ","-122.420403510332, 37.7781477889698",05/25/17 01:00 PM,05/25/17 01:10 PM,1
SFMove625,Grove at Van Ness,"8AM: 0W, 0S 90-95% of ped traffic on symphony side of Grove. 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 0S 12PM: 0W, 0S, Event at Davies let Out. 1PM: 0W, 0S 2PM: 0W, 1S 2PM: 0W, 1S 4PM: 2W, 2S 5PM: 0W, 2S 6PM: 0W, 1S 4PM: 0W, 0S 120-30 appeared to be going to Davies Symphony Hall. Did not observe Davies traffic between 4-7. ","-122.420403510332, 37.7781477889698",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove626,Polk at Mcallister,"8am: 1WC, 3S;11am: 1S; 1-2: 1 skate; 2-3: 1 skate; 4PM: 0W, 0S; 5PM: 0W, 2S 6-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",06/07/17 11:00 AM,06/07/17 11:10 AM,1
SFMove627,Hyde at Fulton,"9am: 2S; 10am: 1W, 3S; 11am: 5S; 12-1:2W,1S; 1-2:3W,3S; 2-3:2S; 3-4:1W,1S; 4PM: 1W, 0S; 5PM-8PM; 0W, 0S","-122.415010929107, 37.7791950556568",06/07/17 12:00 PM,06/07/17 12:10 PM,1
SFMove628,Polk at Mcallister,"8am: 1WC, 3S;11am: 1S; 1-2: 1 skate; 2-3: 1 skate; 4PM: 0W, 0S; 5PM: 0W, 2S 6-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",06/07/17 12:00 PM,06/07/17 12:10 PM,1
SFMove629,Grove at Civic Center Plaza (north side),"4Di; 8am-11am: 0W, 0S; cyclist left blank for 10am;  12pm-3pm: 0W, 0S; 4pm-7pm: 0W, 0S","-122.417451068758, 37.7786761941644",05/27/17 11:00 AM,05/27/17 11:10 AM,1
SFMove630,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 08:00 AM,05/25/17 08:10 AM,1
SFMove631,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 01:00 PM,05/25/17 01:10 PM,1
SFMove632,Polk at Mcallister,"8am: 1WC, 3S;11am: 1S; 1-2: 1 skate; 2-3: 1 skate; 4PM: 0W, 0S; 5PM: 0W, 2S 6-8PM: 0W, 0S","-122.418643981218, 37.7804935183439",06/07/17 10:00 AM,06/07/17 10:10 AM,1
SFMove633,UN Plaza Street,"8am: W & S not recorded due to volune; 9am: 2W, 5S; 10am: 2W, 7S; 11am: 1W, 16S; 12-1:4w,5s; 1-2:4w,2s; 2-3:4w,9s; 3-4:1w,1s; 4PM: 2W, 0S; 5PM: 3W, 3S; 6PM: 3W, 0S; 7PM: 2W, 2S","-122.414434254169, 37.7798946380547",06/07/17 11:00 AM,06/07/17 11:10 AM,1
SFMove634,Grove at Van Ness,"8AM: 0W, 0S 90-95% of ped traffic on symphony side of Grove. 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 0S 12PM: 0W, 0S, Event at Davies let Out. 1PM: 0W, 0S 2PM: 0W, 1S 2PM: 0W, 1S 4PM: 2W, 2S 5PM: 0W, 2S 6PM: 0W, 1S 4PM: 0W, 0S 120-30 appeared to be going to Davies Symphony Hall. Did not observe Davies traffic between 4-7. ","-122.420403510332, 37.7781477889698",05/25/17 12:00 PM,05/25/17 12:10 PM,1
SFMove635,Grove at Van Ness,"8AM: 0W, 0S 90-95% of ped traffic on symphony side of Grove. 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 0S 12PM: 0W, 0S, Event at Davies let Out. 1PM: 0W, 0S 2PM: 0W, 1S 2PM: 0W, 1S 4PM: 2W, 2S 5PM: 0W, 2S 6PM: 0W, 1S 4PM: 0W, 0S 120-30 appeared to be going to Davies Symphony Hall. Did not observe Davies traffic between 4-7. ","-122.420403510332, 37.7781477889698",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove636,Grove at Van Ness,"8AM: 0W, 0S 90-95% of ped traffic on symphony side of Grove. 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 0S 12PM: 0W, 0S, Event at Davies let Out. 1PM: 0W, 0S 2PM: 0W, 1S 2PM: 0W, 1S 4PM: 2W, 2S 5PM: 0W, 2S 6PM: 0W, 1S 4PM: 0W, 0S 120-30 appeared to be going to Davies Symphony Hall. Did not observe Davies traffic between 4-7. ","-122.420403510332, 37.7781477889698",05/25/17 04:00 PM,05/25/17 04:10 PM,1
SFMove637,Grove at Van Ness,"8AM: 0W, 0S 90-95% of ped traffic on symphony side of Grove. 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 0S 12PM: 0W, 0S, Event at Davies let Out. 1PM: 0W, 0S 2PM: 0W, 1S 2PM: 0W, 1S 4PM: 2W, 2S 5PM: 0W, 2S 6PM: 0W, 1S 4PM: 0W, 0S 120-30 appeared to be going to Davies Symphony Hall. Did not observe Davies traffic between 4-7. ","-122.420403510332, 37.7781477889698",05/25/17 05:00 PM,05/25/17 05:10 PM,1
SFMove638,Civic Center crossing at Fulton Street,"89am: 2S; 10am: 1W, 2S; 11am: 1W, 3S; 12-1: 3S; 1-2: 1W,1S; 2-3: 3W, 6 pets; 3-4: 1W,2S, 1 pet; 4PM: 0W, 0S; 5PM: 0W, 0S; 6PM: 0W, 1S; 7PM: 0W, 0S","-122.41684153676, 37.7795787666528",06/07/17 11:00 AM,06/07/17 11:10 AM,1
SFMove639,UN Plaza Street,"8am: W & S not recorded due to volune; 9am: 2W, 5S; 10am: 2W, 7S; 11am: 1W, 16S; 12-1:4w,5s; 1-2:4w,2s; 2-3:4w,9s; 3-4:1w,1s; 4PM: 2W, 0S; 5PM: 3W, 3S; 6PM: 3W, 0S; 7PM: 2W, 2S","-122.414434254169, 37.7798946380547",06/07/17 01:00 PM,06/07/17 01:10 PM,1
SFMove640,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 02:00 PM,05/25/17 02:10 PM,1
SFMove641,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 03:00 PM,05/25/17 03:10 PM,1
SFMove642,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove643,Grove at Van Ness,"9AM: 1S, 1 bike on sidewalk; 10AM: 1S, one bike on sidewalk; 12PM: 3S, 2PM: 1S, 1 bike on sidewalk; 3PM: graduation ceremony at this time 4PM: 1S","-122.420403510332, 37.7781477889698",05/27/17 01:00 PM,05/27/17 01:10 PM,1
SFMove644,Polk at Grove,"8AM: 0W, 0S 9AM: 0W, 1S 10AM: 0/0 11AM: 0/0 12PM: 0/0 1PM: 0W, 1S 2PM: 0W, 2S 3PM: 1W, 1S 4PM: 0W, 0S 5PM: 1W, 2S 6PM: 0W, 0S 7PM: 0W, 0S","-122.418187335133, 37.7782659783577",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove645,Polk at Grove,"8AM: 0W, 0S 9AM: 0W, 1S 10AM: 0/0 11AM: 0/0 12PM: 0/0 1PM: 0W, 1S 2PM: 0W, 2S 3PM: 1W, 1S 4PM: 0W, 0S 5PM: 1W, 2S 6PM: 0W, 0S 7PM: 0W, 0S","-122.418187335133, 37.7782659783577",05/25/17 01:00 PM,05/25/17 01:10 PM,1
SFMove646,Polk at Grove,"8AM: 0W, 0S 9AM: 0W, 1S 10AM: 0/0 11AM: 0/0 12PM: 0/0 1PM: 0W, 1S 2PM: 0W, 2S 3PM: 1W, 1S 4PM: 0W, 0S 5PM: 1W, 2S 6PM: 0W, 0S 7PM: 0W, 0S","-122.418187335133, 37.7782659783577",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove647,Polk at Grove,"8AM: 0W, 0S 9AM: 0W, 1S 10AM: 0/0 11AM: 0/0 12PM: 0/0 1PM: 0W, 1S 2PM: 0W, 2S 3PM: 1W, 1S 4PM: 0W, 0S 5PM: 1W, 2S 6PM: 0W, 0S 7PM: 0W, 0S","-122.418187335133, 37.7782659783577",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove648,Polk at Grove,"8AM: 0W, 0S 9AM: 0W, 1S 10AM: 0/0 11AM: 0/0 12PM: 0/0 1PM: 0W, 1S 2PM: 0W, 2S 3PM: 1W, 1S 4PM: 0W, 0S 5PM: 1W, 2S 6PM: 0W, 0S 7PM: 0W, 0S","-122.418187335133, 37.7782659783577",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove649,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove650,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove651,Van Ness at Grove,"8AM: 0W, 1S 9AM: 1W, 1S 10AM: 0W, 0S 11AM: 1W, 0S 12PM: 0W, 0S 1PM: 0W, 0S People walking in BRT construction zone, coned off from automobiles.  2PM: 0W, 1S 3PM: 0W, 1S. Note: Pretty wide intersection with a lot of bus and large truck traffic, may have missed some cyclists across street.  4PM-8PM: 0W, 0S","-122.419859021902, 37.7778849101824",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove652,Grove at Van Ness,"8AM: 0W, 0S 90-95% of ped traffic on symphony side of Grove. 9AM: 0W, 0S 10AM: 1W, 1S 11AM: 0W, 0S 12PM: 0W, 0S, Event at Davies let Out. 1PM: 0W, 0S 2PM: 0W, 1S 2PM: 0W, 1S 4PM: 2W, 2S 5PM: 0W, 2S 6PM: 0W, 1S 4PM: 0W, 0S 120-30 appeared to be going to Davies Symphony Hall. Did not observe Davies traffic between 4-7. ","-122.420403510332, 37.7781477889698",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove653,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 11:00 AM,05/27/17 11:10 AM,1
SFMove654,Fulton at Pioneer Plaza,"8am: 1W, 0S; 9am: 0W, 1S; 10am: 0W, 0S; 11am: 1W, 1S; 12pm: 0W, 0S; 1pm: 1W, 2S; 2pm: 0W, 1S; 3pm: 0W, 1S; ","-122.416244745254, 37.7796519047808",05/27/17 01:00 PM,05/27/17 01:10 PM,1
SFMove655,Memorial Court,"8AM: 0W, 1S. 9AM: 0W, 0S mostly commuters or walking dogs. 10AM-12PM: 0W, 0S 12PM: 0W, 1S 1PM: 0W, 0S 2PM: 1W, 0S 3PM: 0W, 1S 4PM: 0W, 2S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.420607358217, 37.7791134370415",05/25/17 09:00 AM,05/25/17 09:10 AM,1
SFMove656,Memorial Court,"8AM: 0W, 1S. 9AM: 0W, 0S mostly commuters or walking dogs. 10AM-12PM: 0W, 0S 12PM: 0W, 1S 1PM: 0W, 0S 2PM: 1W, 0S 3PM: 0W, 1S 4PM: 0W, 2S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.420607358217, 37.7791134370415",05/25/17 07:00 PM,05/25/17 07:10 PM,1
SFMove657,Van Ness at Mcallister,"10 am: 1 stroller; 11 am: 1 wheelchair; 1-2: 1 skateboard; 2-3: 1 wheelchair, 1 stroller; 4PM: 0W, 1S; 5PM: 0W, 0S; 6PM: 0W, 0S; 7PM: 1W, 1S","-122.420356571674, 37.7803991818182",06/07/17 08:00 AM,06/07/17 08:10 AM,1
SFMove658,Van Ness at Mcallister,"8AM: 0W, 0S. 9AM: 0W, 0S 10AM: 0W, 2S 11AM: 2W, 0S more peds on east side. 12PM: 0W, 1S 1PM: 0W, 2S 2PM: 0W, 1S 3PM: 0W, 0S 4PM: 0W, 1S 5-8PM: 0W, 0S","-122.420356571674, 37.7803991818182",05/25/17 10:00 AM,05/25/17 10:10 AM,1
SFMove659,Van Ness at Mcallister,"8AM: 0W, 0S. 9AM: 0W, 0S 10AM: 0W, 2S 11AM: 2W, 0S more peds on east side. 12PM: 0W, 1S 1PM: 0W, 2S 2PM: 0W, 1S 3PM: 0W, 0S 4PM: 0W, 1S 5-8PM: 0W, 0S","-122.420356571674, 37.7803991818182",05/25/17 03:00 PM,05/25/17 03:10 PM,1
SFMove660,Van Ness at Mcallister,"8AM: 0W, 0S. 9AM: 0W, 0S 10AM: 0W, 2S 11AM: 2W, 0S more peds on east side. 12PM: 0W, 1S 1PM: 0W, 2S 2PM: 0W, 1S 3PM: 0W, 0S 4PM: 0W, 1S 5-8PM: 0W, 0S","-122.420356571674, 37.7803991818182",05/25/17 06:00 PM,05/25/17 06:10 PM,1
SFMove661,Mcallister at Van Ness,"8AM: 0W, 1S. 9AM-12PM: 0W, 0S. 12PM: 1W, 0S 1PM: 0W, 0S 2PM: 0W, 1S, one bike on sidewalk. 3PM: 0W, 1S 4PM: 1W, 0S 5PM: 0W, 1S 6PM: 0W, 0S 7PM: 0W, 0S","-122.42080181837, 37.7800716527685",05/25/17 08:00 AM,05/25/17 08:10 AM,1
SFMove662,Memorial Court,"8AM: 0W, 1S. 9AM: 0W, 0S mostly commuters or walking dogs. 10AM-12PM: 0W, 0S 12PM: 0W, 1S 1PM: 0W, 0S 2PM: 1W, 0S 3PM: 0W, 1S 4PM: 0W, 2S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.420607358217, 37.7791134370415",05/25/17 11:00 AM,05/25/17 11:10 AM,1
SFMove663,Memorial Court,"8AM: 0W, 1S. 9AM: 0W, 0S mostly commuters or walking dogs. 10AM-12PM: 0W, 0S 12PM: 0W, 1S 1PM: 0W, 0S 2PM: 1W, 0S 3PM: 0W, 1S 4PM: 0W, 2S 5PM: 0W, 0S 6PM: 1W, 0S 7PM: 0W, 0S","-122.420607358217, 37.7791134370415",05/25/17 05:00 PM,05/25/17 05:10 PM,1
SFMove664,Grove at Van Ness,"9AM: 1S, 1 bike on sidewalk; 10AM: 1S, one bike on sidewalk; 12PM: 3S, 2PM: 1S, 1 bike on sidewalk; 3PM: graduation ceremony at this time 4PM: 1S","-122.420403510332, 37.7781477889698",05/27/17 04:00 PM,05/27/17 04:10 PM,1
SFMove665,Mcallister at Van Ness,"8AM: 0W, 1S. 9AM-12PM: 0W, 0S. 12PM: 1W, 0S 1PM: 0W, 0S 2PM: 0W, 1S, one bike on sidewalk. 3PM: 0W, 1S 4PM: 1W, 0S 5PM: 0W, 1S 6PM: 0W, 0S 7PM: 0W, 0S","-122.42080181837, 37.7800716527685",05/25/17 05:00 PM,05/25/17 05:10 PM,1
